"PERIOD_REF";"REGION";"INDICATORS";"UNIT_MES";VALUE;"STATUS"
"2019";"MNE";"Ind_09_03";"UM_22";;"O"
"2019";"MNE";"Ind_09_04";"UM_23";;"O"
"2018";"MNE";"Ind_10_04";"UM_24";;"O"
"2018";"MNE";"Ind_10_05";"UM_25";;"O"
"2018";"MNE";"Ind_10_06";"UM_26";;"O"
"2018";"MNE";"Ind_10_07";"UM_26";;"O"
"2018";"MNE";"Ind_11_02";"UM_2";;"O"
"2018";"MNE";"Ind_12_02";"UM_21";391.31;"A"
"2018";"MNE";"Ind_12_05";"UM_2";;"O"
"2018";"MNE";"Ind_12_06";"UM_4";1.651982379;"A"
"2019";"MNE";"Ind_13_05";"UM_2";16.7;"A"
"2019";"MNE";"Ind_13_06";"UM_2";25.8;"A"
"2017";"MNE";"Ind_13_07";"UM_2";;"O"
"2018";"MNE";"Ind_13_08";"UM_2";0.5;"A"
"2019";"MNE";"Ind_18_01";"UM_2";9;"A"
"2019";"MNE";"Ind_18_02";"UM_2";30.9;"A"
"2018";"MNE";"Ind_18_03";"UM_17";6831;"A"
"2019";"MNE";"Ind_18_04";"UM_2";22.2;"A"
"2018";"MNE";"Ind_19_01";"UM_2";;"O"
"2018";"MNE";"Ind_19_02";"UM_2";;"O"
"2020";"MNE";"Ind_19_03";"UM_2";;"O"
"2019";"MKD";"Ind_01_01";"UM_1";2077.132;"A"
"2018";"MKD";"Ind_01_03";"UM_3";83.4;"A"
"2019";"MKD";"Ind_01_04";"UM_2";22.1473897;"A"
"2019";"MKD";"Ind_01_06";"UM_2";14.06644145;"A"
"2019";"MKD";"Ind_01_13";"UM_2";;"O"
"2018";"MKD";"Ind_01_14";"UM_4";10.27041132;"A"
"2018";"MKD";"Ind_01_15";"UM_2";12.12675198;"A"
"2018";"MKD";"Ind_01_16";"UM_18";78.8;"A"
"2018";"MKD";"Ind_01_17";"UM_18";74.6;"A"
"2009";"MKD";"Ind_04_01";"UM_7";25713;"A"
"2009";"MKD";"Ind_04_08";"UM_2";;"O"
"2009";"MKD";"Ind_04_09";"UM_2";;"O"
"2009";"MKD";"Ind_04_10";"UM_2";;"O"
"2019";"MKD";"Ind_04_11";"UM_2";;"O"
"2019";"MKD";"Ind_04_12";"UM_19";8.6;"A"
"2018";"MKD";"Ind_04_13";"UM_19";;"O"
"2019";"MKD";"Ind_05_03";"UM_2";66.3;"A"
"2019";"MKD";"Ind_05_04";"UM_2";54.8;"A"
"2019";"MKD";"Ind_05_05";"UM_2";77.3;"A"
"2019";"MKD";"Ind_05_06";"UM_2";17.3;"A"
"2019";"MKD";"Ind_05_07";"UM_2";18.4;"A"
"2019";"MKD";"Ind_05_08";"UM_2";16.5;"A"
"2019";"MKD";"Ind_05_09";"UM_2";35.6;"A"
"2019";"MKD";"Ind_05_10";"UM_2";71.7;"A"
"2019";"MKD";"Ind_06_11";"UM_17";12100;"A"
"2019";"MKD";"Ind_06_12";"UM_2";;"O"
"2019";"MKD";"Ind_16_01";"UM_2";0.7;"A"
"2018";"MKD";"Ind_17_01";"UM_20";1.2;"A"
"2018";"MKD";"Ind_17_02";"UM_2";38.6;"A"
"2018";"MKD";"Ind_17_03";"UM_2";14.3;"A"
"2018";"MKD";"Ind_17_04";"UM_2";0;"A"
"2019";"MKD";"Ind_09_03";"UM_22";11.49616369;"A"
"2019";"MKD";"Ind_09_04";"UM_23";0.951793499;"A"
"2018";"MKD";"Ind_10_04";"UM_24";;"O"
"2018";"MKD";"Ind_10_05";"UM_25";;"O"
"2018";"MKD";"Ind_10_06";"UM_26";287;"A"
"2018";"MKD";"Ind_10_07";"UM_26";907;"A"
"2018";"MKD";"Ind_11_02";"UM_2";;"O"
"2018";"MKD";"Ind_12_02";"UM_21";;"O"
"2018";"MKD";"Ind_12_05";"UM_2";;"O"
"2018";"MKD";"Ind_12_06";"UM_4";5.718839357;"A"
"2019";"MKD";"Ind_13_05";"UM_2";17;"A"
"2019";"MKD";"Ind_13_06";"UM_2";21.3;"A"
"2017";"MKD";"Ind_13_07";"UM_2";;"O"
"2018";"MKD";"Ind_13_08";"UM_2";0.36;"A"
"2019";"MKD";"Ind_18_01";"UM_2";8.4;"A"
"2019";"MKD";"Ind_18_02";"UM_2";44.1;"A"
"2018";"MKD";"Ind_18_03";"UM_17";5496;"A"
"2019";"MKD";"Ind_18_04";"UM_2";20.8;"A"
"2018";"MKD";"Ind_19_01";"UM_2";;"O"
"2018";"MKD";"Ind_19_02";"UM_2";;"O"
"2020";"MKD";"Ind_19_03";"UM_2";;"O"
"2019";"SRB";"Ind_01_01";"UM_1";6963.764;"A"
"2018";"SRB";"Ind_01_03";"UM_3";91;"A"
"2019";"SRB";"Ind_01_04";"UM_2";19.25998408;"A"
"2019";"SRB";"Ind_01_06";"UM_2";20.31129578;"A"
"2019";"SRB";"Ind_01_13";"UM_2";;"O"
"2018";"SRB";"Ind_01_14";"UM_4";9.186842058;"A"
"2018";"SRB";"Ind_01_15";"UM_2";26.77608441;"A"
"2018";"SRB";"Ind_01_16";"UM_18";78.4;"A"
"2018";"SRB";"Ind_01_17";"UM_18";73.5;"A"
"2009";"SRB";"Ind_04_01";"UM_7";;"O"
"2009";"SRB";"Ind_04_08";"UM_2";;"O"
"2009";"SRB";"Ind_04_09";"UM_2";;"O"
"2009";"SRB";"Ind_04_10";"UM_2";;"O"
"2019";"SRB";"Ind_04_11";"UM_2";;"O"
"2019";"SRB";"Ind_04_12";"UM_19";17.1;"A"
"2018";"SRB";"Ind_04_13";"UM_19";;"O"
"2019";"SRB";"Ind_05_03";"UM_2";68.1;"A"
"2019";"SRB";"Ind_05_04";"UM_2";61.3;"A"
"2019";"SRB";"Ind_05_05";"UM_2";75;"A"
"2019";"SRB";"Ind_05_06";"UM_2";10.5;"A"
"2019";"SRB";"Ind_05_07";"UM_2";11.2;"A"
"2019";"SRB";"Ind_05_08";"UM_2";10;"A"
"2019";"SRB";"Ind_05_09";"UM_2";27.5;"A"
"2019";"SRB";"Ind_05_10";"UM_2";50.3;"A"
"2019";"SRB";"Ind_06_11";"UM_17";13000;"A"
"2019";"SRB";"Ind_06_12";"UM_2";4.04;"A"
"2019";"SRB";"Ind_16_01";"UM_2";1.9;"A"
"2018";"SRB";"Ind_17_01";"UM_20";2.2;"A"
"2018";"SRB";"Ind_17_02";"UM_2";24.6;"A"
"2018";"SRB";"Ind_17_03";"UM_2";13;"A"
"2018";"SRB";"Ind_17_04";"UM_2";0;"A"
"2019";"SRB";"Ind_09_03";"UM_22";;"O"
"2019";"SRB";"Ind_09_04";"UM_23";;"O"
"2018";"SRB";"Ind_10_04";"UM_24";;"O"
"2018";"SRB";"Ind_10_05";"UM_25";;"O"
"2018";"SRB";"Ind_10_06";"UM_26";;"O"
"2018";"SRB";"Ind_10_07";"UM_26";;"O"
"2018";"SRB";"Ind_11_02";"UM_2";19.4;"A"
"2018";"SRB";"Ind_12_02";"UM_21";564.25;"A"
"2018";"SRB";"Ind_12_05";"UM_2";;"O"
"2018";"SRB";"Ind_12_06";"UM_4";4.861273935;"A"
"2019";"SRB";"Ind_13_05";"UM_2";16.6;"A"
"2019";"SRB";"Ind_13_06";"UM_2";23.9;"A"
"2017";"SRB";"Ind_13_07";"UM_2";3.59;"A"
"2018";"SRB";"Ind_13_08";"UM_2";0.92;"A"
"2019";"SRB";"Ind_18_01";"UM_2";9.1;"A"
"2019";"SRB";"Ind_18_02";"UM_2";25.5;"A"
"2018";"SRB";"Ind_18_03";"UM_17";5226;"A"
"2019";"SRB";"Ind_18_04";"UM_2";30.6;"A"
"2018";"SRB";"Ind_19_01";"UM_2";9.6;"A"
"2018";"SRB";"Ind_19_02";"UM_2";;"O"
"2020";"SRB";"Ind_19_03";"UM_2";;"O"
"2019";"LIE";"Ind_01_01";"UM_1";38.378;"A"
"2018";"LIE";"Ind_01_03";"UM_3";242.1;"A"
"2019";"LIE";"Ind_01_04";"UM_2";20.01364328;"A"
"2019";"LIE";"Ind_01_06";"UM_2";18.00125938;"A"
"2019";"LIE";"Ind_01_13";"UM_2";34.25775306;"A"
"2018";"LIE";"Ind_01_14";"UM_4";9.849392881;"A"
"2018";"LIE";"Ind_01_15";"UM_2";21.69312169;"A"
"2018";"LIE";"Ind_01_16";"UM_18";85.5;"A"
"2018";"LIE";"Ind_01_17";"UM_18";80.7;"A"
"2009";"LIE";"Ind_04_01";"UM_7";161;"A"
"2009";"LIE";"Ind_04_08";"UM_2";;"O"
"2009";"LIE";"Ind_04_09";"UM_2";;"O"
"2009";"LIE";"Ind_04_10";"UM_2";;"O"
"2019";"LIE";"Ind_04_11";"UM_2";;"O"
"2019";"LIE";"Ind_04_12";"UM_19";;"O"
"2018";"LIE";"Ind_04_13";"UM_19";4.7;"A"
"2019";"LIE";"Ind_05_03";"UM_2";;"O"
"2019";"LIE";"Ind_05_04";"UM_2";;"O"
"2019";"LIE";"Ind_05_05";"UM_2";;"O"
"2019";"LIE";"Ind_05_06";"UM_2";;"O"
"2019";"LIE";"Ind_05_07";"UM_2";;"O"
"2019";"LIE";"Ind_05_08";"UM_2";;"O"
"2019";"LIE";"Ind_05_09";"UM_2";;"O"
"2019";"LIE";"Ind_05_10";"UM_2";;"O"
"2019";"LIE";"Ind_06_11";"UM_17";;"O"
"2019";"LIE";"Ind_06_12";"UM_2";;"O"
"2019";"LIE";"Ind_16_01";"UM_2";;"O"
"2018";"LIE";"Ind_17_01";"UM_20";;"O"
"2018";"LIE";"Ind_17_02";"UM_2";;"O"
"2018";"LIE";"Ind_17_03";"UM_2";;"O"
"2018";"LIE";"Ind_17_04";"UM_2";;"O"
"2019";"LIE";"Ind_09_03";"UM_22";43.84215774;"A"
"2019";"LIE";"Ind_09_04";"UM_23";3.92501443;"A"
"2018";"LIE";"Ind_10_04";"UM_24";780;"A"
"2018";"LIE";"Ind_10_05";"UM_25";0;"A"
"2018";"LIE";"Ind_10_06";"UM_26";0;"A"
"2018";"LIE";"Ind_10_07";"UM_26";;"O"
"2018";"LIE";"Ind_11_02";"UM_2";;"O"
"2018";"LIE";"Ind_12_02";"UM_21";101.97;"A"
"2018";"LIE";"Ind_12_05";"UM_2";;"O"
"2018";"LIE";"Ind_12_06";"UM_4";0;"A"
"2019";"LIE";"Ind_13_05";"UM_2";;"O"
"2019";"LIE";"Ind_13_06";"UM_2";;"O"
"2017";"LIE";"Ind_13_07";"UM_2";;"O"
"2018";"LIE";"Ind_13_08";"UM_2";;"O"
"2019";"LIE";"Ind_18_01";"UM_2";;"O"
"2019";"LIE";"Ind_18_02";"UM_2";;"O"
"2018";"LIE";"Ind_18_03";"UM_17";;"O"
"2019";"LIE";"Ind_18_04";"UM_2";;"O"
"2018";"LIE";"Ind_19_01";"UM_2";;"O"
"2018";"LIE";"Ind_19_02";"UM_2";35.8;"A"
"2020";"LIE";"Ind_19_03";"UM_2";12;"A"
"2019";"TUR";"Ind_01_01";"UM_1";82003.882;"A"
"2018";"TUR";"Ind_01_03";"UM_3";106.2;"A"
"2019";"TUR";"Ind_01_04";"UM_2";31.68967904;"A"
"2019";"TUR";"Ind_01_06";"UM_2";8.892658475;"A"
"2019";"TUR";"Ind_01_13";"UM_2";;"O"
"2018";"TUR";"Ind_01_14";"UM_4";15.22912049;"A"
"2018";"TUR";"Ind_01_15";"UM_2";2.859437545;"A"
"2018";"TUR";"Ind_01_16";"UM_18";81.6;"A"
"2018";"TUR";"Ind_01_17";"UM_18";76.2;"A"
"2009";"TUR";"Ind_04_01";"UM_7";783562;"A"
"2009";"TUR";"Ind_04_08";"UM_2";;"O"
"2009";"TUR";"Ind_04_09";"UM_2";;"O"
"2009";"TUR";"Ind_04_10";"UM_2";;"O"
"2019";"TUR";"Ind_04_11";"UM_2";;"O"
"2019";"TUR";"Ind_04_12";"UM_19";13.3;"A"
"2018";"TUR";"Ind_04_13";"UM_19";6.4;"A"
"2019";"TUR";"Ind_05_03";"UM_2";58.4;"A"
"2019";"TUR";"Ind_05_04";"UM_2";38.7;"A"
"2019";"TUR";"Ind_05_05";"UM_2";78.1;"A"
"2019";"TUR";"Ind_05_06";"UM_2";13.7;"A"
"2019";"TUR";"Ind_05_07";"UM_2";16.5;"A"
"2019";"TUR";"Ind_05_08";"UM_2";12.4;"A"
"2019";"TUR";"Ind_05_09";"UM_2";25.2;"A"
"2019";"TUR";"Ind_05_10";"UM_2";23.5;"A"
"2019";"TUR";"Ind_06_11";"UM_17";18900;"A"
"2019";"TUR";"Ind_06_12";"UM_2";3.57;"A"
"2019";"TUR";"Ind_16_01";"UM_2";15.2;"A"
"2018";"TUR";"Ind_17_01";"UM_20";1.8;"A"
"2018";"TUR";"Ind_17_02";"UM_2";31.3;"A"
"2018";"TUR";"Ind_17_03";"UM_2";12.9;"A"
"2018";"TUR";"Ind_17_04";"UM_2";0;"A"
"2019";"TUR";"Ind_09_03";"UM_22";;"O"
"2019";"TUR";"Ind_09_04";"UM_23";;"O"
"2018";"TUR";"Ind_10_04";"UM_24";151;"A"
"2018";"TUR";"Ind_10_05";"UM_25";83;"A"
"2018";"TUR";"Ind_10_06";"UM_26";2842;"A"
"2018";"TUR";"Ind_10_07";"UM_26";12307;"A"
"2018";"TUR";"Ind_11_02";"UM_2";11.8;"A"
"2018";"TUR";"Ind_12_02";"UM_21";284.88;"A"
"2018";"TUR";"Ind_12_05";"UM_2";3.22;"A"
"2018";"TUR";"Ind_12_06";"UM_4";9.311789194;"A"
"2019";"TUR";"Ind_13_05";"UM_2";40.5;"A"
"2019";"TUR";"Ind_13_06";"UM_2";20.5;"A"
"2017";"TUR";"Ind_13_07";"UM_2";4.35;"A"
"2018";"TUR";"Ind_13_08";"UM_2";1.03;"A"
"2019";"TUR";"Ind_18_01";"UM_2";13.2;"A"
"2019";"TUR";"Ind_18_02";"UM_2";39.7;"A"
"2018";"TUR";"Ind_18_03";"UM_17";6466;"A"
"2019";"TUR";"Ind_18_04";"UM_2";18.5;"A"
"2018";"TUR";"Ind_19_01";"UM_2";;"O"
"2018";"TUR";"Ind_19_02";"UM_2";;"O"
"2020";"TUR";"Ind_19_03";"UM_2";;"O"
"2019";"MDA";"Ind_01_01";"UM_1";;"O"
"2018";"MDA";"Ind_01_03";"UM_3";;"O"
"2019";"MDA";"Ind_01_04";"UM_2";;"O"
"2019";"MDA";"Ind_01_06";"UM_2";;"O"
"2019";"MDA";"Ind_01_13";"UM_2";;"O"
"2018";"MDA";"Ind_01_14";"UM_4";;"O"
"2018";"MDA";"Ind_01_15";"UM_2";;"O"
"2018";"MDA";"Ind_01_16";"UM_18";;"O"
"2018";"MDA";"Ind_01_17";"UM_18";;"O"
"2009";"MDA";"Ind_04_01";"UM_7";;"O"
"2009";"MDA";"Ind_04_08";"UM_2";;"O"
"2009";"MDA";"Ind_04_09";"UM_2";;"O"
"2009";"MDA";"Ind_04_10";"UM_2";;"O"
"2019";"MDA";"Ind_04_11";"UM_2";;"O"
"2019";"MDA";"Ind_04_12";"UM_19";;"O"
"2018";"MDA";"Ind_04_13";"UM_19";;"O"
"2019";"MDA";"Ind_05_03";"UM_2";;"O"
"2019";"MDA";"Ind_05_04";"UM_2";;"O"
"2019";"MDA";"Ind_05_05";"UM_2";;"O"
"2019";"MDA";"Ind_05_06";"UM_2";;"O"
"2019";"MDA";"Ind_05_07";"UM_2";;"O"
"2019";"MDA";"Ind_05_08";"UM_2";;"O"
"2019";"MDA";"Ind_05_09";"UM_2";;"O"
"2019";"MDA";"Ind_05_10";"UM_2";;"O"
"2019";"MDA";"Ind_06_11";"UM_17";;"O"
"2019";"MDA";"Ind_06_12";"UM_2";;"O"
"2019";"MDA";"Ind_16_01";"UM_2";;"O"
"2018";"MDA";"Ind_17_01";"UM_20";0.9;"A"
"2018";"MDA";"Ind_17_02";"UM_2";33.6;"A"
"2018";"MDA";"Ind_17_03";"UM_2";26.3;"A"
"2018";"MDA";"Ind_17_04";"UM_2";0;"A"
"2019";"MDA";"Ind_09_03";"UM_22";;"O"
"2019";"MDA";"Ind_09_04";"UM_23";;"O"
"2018";"MDA";"Ind_10_04";"UM_24";;"O"
"2018";"MDA";"Ind_10_05";"UM_25";;"O"
"2018";"MDA";"Ind_10_06";"UM_26";;"O"
"2018";"MDA";"Ind_10_07";"UM_26";;"O"
"2018";"MDA";"Ind_11_02";"UM_2";;"O"
"2018";"MDA";"Ind_12_02";"UM_21";;"O"
"2018";"MDA";"Ind_12_05";"UM_2";;"O"
"2018";"MDA";"Ind_12_06";"UM_4";;"O"
"2019";"MDA";"Ind_13_05";"UM_2";;"O"
"2019";"MDA";"Ind_13_06";"UM_2";;"O"
"2017";"MDA";"Ind_13_07";"UM_2";;"O"
"2018";"MDA";"Ind_13_08";"UM_2";;"O"
"2019";"MDA";"Ind_18_01";"UM_2";;"O"
"2019";"MDA";"Ind_18_02";"UM_2";;"O"
"2018";"MDA";"Ind_18_03";"UM_17";;"O"
"2019";"MDA";"Ind_18_04";"UM_2";;"O"
"2018";"MDA";"Ind_19_01";"UM_2";;"O"
"2018";"MDA";"Ind_19_02";"UM_2";;"O"
"2020";"MDA";"Ind_19_03";"UM_2";;"O"
"2019";"UKR";"Ind_01_01";"UM_1";41983.564;"A"
"2018";"UKR";"Ind_01_03";"UM_3";;"O"
"2019";"UKR";"Ind_01_04";"UM_2";19.69733305;"A"
"2019";"UKR";"Ind_01_06";"UM_2";16.66293197;"A"
"2019";"UKR";"Ind_01_13";"UM_2";;"O"
"2018";"UKR";"Ind_01_14";"UM_4";8.000130718;"A"
"2018";"UKR";"Ind_01_15";"UM_2";20.4865515;"A"
"2018";"UKR";"Ind_01_16";"UM_18";78;"A"
"2018";"UKR";"Ind_01_17";"UM_18";68.1;"A"
"2009";"UKR";"Ind_04_01";"UM_7";;"O"
"2009";"UKR";"Ind_04_08";"UM_2";;"O"
"2009";"UKR";"Ind_04_09";"UM_2";;"O"
"2009";"UKR";"Ind_04_10";"UM_2";;"O"
"2019";"UKR";"Ind_04_11";"UM_2";;"O"
"2019";"UKR";"Ind_04_12";"UM_19";;"O"
"2018";"UKR";"Ind_04_13";"UM_19";;"O"
"2019";"UKR";"Ind_05_03";"UM_2";;"O"
"2019";"UKR";"Ind_05_04";"UM_2";;"O"
"2019";"UKR";"Ind_05_05";"UM_2";;"O"
"2019";"UKR";"Ind_05_06";"UM_2";;"O"
"2019";"UKR";"Ind_05_07";"UM_2";;"O"
"2019";"UKR";"Ind_05_08";"UM_2";;"O"
"2019";"UKR";"Ind_05_09";"UM_2";;"O"
"2019";"UKR";"Ind_05_10";"UM_2";;"O"
"2019";"UKR";"Ind_06_11";"UM_17";;"O"
"2019";"UKR";"Ind_06_12";"UM_2";;"O"
"2019";"UKR";"Ind_16_01";"UM_2";;"O"
"2018";"UKR";"Ind_17_01";"UM_20";2.2;"A"
"2018";"UKR";"Ind_17_02";"UM_2";14.6;"A"
"2018";"UKR";"Ind_17_03";"UM_2";4.6;"A"
"2018";"UKR";"Ind_17_04";"UM_2";23.8;"A"
"2019";"UKR";"Ind_09_03";"UM_22";;"O"
"2019";"UKR";"Ind_09_04";"UM_23";;"O"
"2018";"UKR";"Ind_10_04";"UM_24";;"O"
"2018";"UKR";"Ind_10_05";"UM_25";;"O"
"2018";"UKR";"Ind_10_06";"UM_26";;"O"
"2018";"UKR";"Ind_10_07";"UM_26";;"O"
"2018";"UKR";"Ind_11_02";"UM_2";;"O"
"2018";"UKR";"Ind_12_02";"UM_21";;"O"
"2018";"UKR";"Ind_12_05";"UM_2";;"O"
"2018";"UKR";"Ind_12_06";"UM_4";7.136604798;"A"
"2019";"UKR";"Ind_13_05";"UM_2";;"O"
"2019";"UKR";"Ind_13_06";"UM_2";;"O"
"2017";"UKR";"Ind_13_07";"UM_2";;"O"
"2018";"UKR";"Ind_13_08";"UM_2";;"O"
"2019";"UKR";"Ind_18_01";"UM_2";;"O"
"2019";"UKR";"Ind_18_02";"UM_2";;"O"
"2018";"UKR";"Ind_18_03";"UM_17";;"O"
"2019";"UKR";"Ind_18_04";"UM_2";;"O"
"2018";"UKR";"Ind_19_01";"UM_2";;"O"
"2018";"UKR";"Ind_19_02";"UM_2";;"O"
"2020";"UKR";"Ind_19_03";"UM_2";;"O"
"2019";"BLR";"Ind_01_01";"UM_1";9475.174;"A"
"2018";"BLR";"Ind_01_03";"UM_3";;"O"
"2019";"BLR";"Ind_01_04";"UM_2";21.63619149;"A"
"2019";"BLR";"Ind_01_06";"UM_2";15.18083513;"A"
"2019";"BLR";"Ind_01_13";"UM_2";;"O"
"2018";"BLR";"Ind_01_14";"UM_4";9.925094779;"A"
"2018";"BLR";"Ind_01_15";"UM_2";12.97930712;"A"
"2018";"BLR";"Ind_01_16";"UM_18";79.5;"A"
"2018";"BLR";"Ind_01_17";"UM_18";69.3;"A"
"2009";"BLR";"Ind_04_01";"UM_7";;"O"
"2009";"BLR";"Ind_04_08";"UM_2";;"O"
"2009";"BLR";"Ind_04_09";"UM_2";;"O"
"2009";"BLR";"Ind_04_10";"UM_2";;"O"
"2019";"BLR";"Ind_04_11";"UM_2";;"O"
"2019";"BLR";"Ind_04_12";"UM_19";;"O"
"2018";"BLR";"Ind_04_13";"UM_19";;"O"
"2019";"BLR";"Ind_05_03";"UM_2";;"O"
"2019";"BLR";"Ind_05_04";"UM_2";;"O"
"2019";"BLR";"Ind_05_05";"UM_2";;"O"
"2019";"BLR";"Ind_05_06";"UM_2";;"O"
"2019";"BLR";"Ind_05_07";"UM_2";;"O"
"2019";"BLR";"Ind_05_08";"UM_2";;"O"
"2019";"BLR";"Ind_05_09";"UM_2";;"O"
"2019";"BLR";"Ind_05_10";"UM_2";;"O"
"2019";"BLR";"Ind_06_11";"UM_17";;"O"
"2019";"BLR";"Ind_06_12";"UM_2";;"O"
"2019";"BLR";"Ind_16_01";"UM_2";;"O"
"2018";"BLR";"Ind_17_01";"UM_20";;"O"
"2018";"BLR";"Ind_17_02";"UM_2";;"O"
"2018";"BLR";"Ind_17_03";"UM_2";;"O"
"2018";"BLR";"Ind_17_04";"UM_2";;"O"
"2019";"BLR";"Ind_09_03";"UM_22";;"O"
"2019";"BLR";"Ind_09_04";"UM_23";;"O"
"2018";"BLR";"Ind_10_04";"UM_24";;"O"
"2018";"BLR";"Ind_10_05";"UM_25";;"O"
"2018";"BLR";"Ind_10_06";"UM_26";;"O"
"2018";"BLR";"Ind_10_07";"UM_26";;"O"
"2018";"BLR";"Ind_11_02";"UM_2";;"O"
"2018";"BLR";"Ind_12_02";"UM_21";;"O"
"2018";"BLR";"Ind_12_05";"UM_2";;"O"
"2018";"BLR";"Ind_12_06";"UM_4";2.530784118;"A"
"2019";"BLR";"Ind_13_05";"UM_2";;"O"
"2019";"BLR";"Ind_13_06";"UM_2";;"O"
"2017";"BLR";"Ind_13_07";"UM_2";;"O"
"2018";"BLR";"Ind_13_08";"UM_2";;"O"
"2019";"BLR";"Ind_18_01";"UM_2";;"O"
"2019";"BLR";"Ind_18_02";"UM_2";;"O"
"2018";"BLR";"Ind_18_03";"UM_17";;"O"
"2019";"BLR";"Ind_18_04";"UM_2";;"O"
"2018";"BLR";"Ind_19_01";"UM_2";;"O"
"2018";"BLR";"Ind_19_02";"UM_2";;"O"
"2020";"BLR";"Ind_19_03";"UM_2";;"O"
"2019";"ARM";"Ind_01_01";"UM_1";2965.269;"A"
"2018";"ARM";"Ind_01_03";"UM_3";;"O"
"2019";"ARM";"Ind_01_04";"UM_2";25.74147283;"A"
"2019";"ARM";"Ind_01_06";"UM_2";11.87880374;"A"
"2019";"ARM";"Ind_01_13";"UM_2";;"O"
"2018";"ARM";"Ind_01_14";"UM_4";12.3341255;"A"
"2018";"ARM";"Ind_01_15";"UM_2";32.48755947;"A"
"2018";"ARM";"Ind_01_16";"UM_18";79.7;"A"
"2018";"ARM";"Ind_01_17";"UM_18";73.4;"A"
"2009";"ARM";"Ind_04_01";"UM_7";;"O"
"2009";"ARM";"Ind_04_08";"UM_2";;"O"
"2009";"ARM";"Ind_04_09";"UM_2";;"O"
"2009";"ARM";"Ind_04_10";"UM_2";;"O"
"2019";"ARM";"Ind_04_11";"UM_2";;"O"
"2019";"ARM";"Ind_04_12";"UM_19";;"O"
"2018";"ARM";"Ind_04_13";"UM_19";;"O"
"2019";"ARM";"Ind_05_03";"UM_2";;"O"
"2019";"ARM";"Ind_05_04";"UM_2";;"O"
"2019";"ARM";"Ind_05_05";"UM_2";;"O"
"2019";"ARM";"Ind_05_06";"UM_2";;"O"
"2019";"ARM";"Ind_05_07";"UM_2";;"O"
"2019";"ARM";"Ind_05_08";"UM_2";;"O"
"2019";"ARM";"Ind_05_09";"UM_2";;"O"
"2019";"ARM";"Ind_05_10";"UM_2";;"O"
"2019";"ARM";"Ind_06_11";"UM_17";;"O"
"2019";"ARM";"Ind_06_12";"UM_2";;"O"
"2019";"ARM";"Ind_16_01";"UM_2";;"O"
"2018";"ARM";"Ind_17_01";"UM_20";;"O"
"2018";"ARM";"Ind_17_02";"UM_2";;"O"
"2018";"ARM";"Ind_17_03";"UM_2";;"O"
"2018";"ARM";"Ind_17_04";"UM_2";;"O"
"2019";"ARM";"Ind_09_03";"UM_22";;"O"
"2019";"ARM";"Ind_09_04";"UM_23";;"O"
"2018";"ARM";"Ind_10_04";"UM_24";;"O"
"2018";"ARM";"Ind_10_05";"UM_25";;"O"
"2018";"ARM";"Ind_10_06";"UM_26";;"O"
"2018";"ARM";"Ind_10_07";"UM_26";;"O"
"2018";"ARM";"Ind_11_02";"UM_2";;"O"
"2018";"ARM";"Ind_12_02";"UM_21";;"O"
"2018";"ARM";"Ind_12_05";"UM_2";;"O"
"2018";"ARM";"Ind_12_06";"UM_4";7.136216985;"A"
"2019";"ARM";"Ind_13_05";"UM_2";;"O"
"2019";"ARM";"Ind_13_06";"UM_2";;"O"
"2017";"ARM";"Ind_13_07";"UM_2";;"O"
"2018";"ARM";"Ind_13_08";"UM_2";;"O"
"2019";"ARM";"Ind_18_01";"UM_2";;"O"
"2019";"ARM";"Ind_18_02";"UM_2";;"O"
"2018";"ARM";"Ind_18_03";"UM_17";;"O"
"2019";"ARM";"Ind_18_04";"UM_2";;"O"
"2018";"ARM";"Ind_19_01";"UM_2";;"O"
"2018";"ARM";"Ind_19_02";"UM_2";;"O"
"2020";"ARM";"Ind_19_03";"UM_2";;"O"
"2019";"AZE";"Ind_01_01";"UM_1";9981.457;"A"
"2018";"AZE";"Ind_01_03";"UM_3";;"O"
"2019";"AZE";"Ind_01_04";"UM_2";29.15322509;"A"
"2019";"AZE";"Ind_01_06";"UM_2";6.854335965;"A"
"2019";"AZE";"Ind_01_13";"UM_2";;"O"
"2018";"AZE";"Ind_01_14";"UM_4";13.92401931;"A"
"2018";"AZE";"Ind_01_15";"UM_2";14.90552733;"A"
"2018";"AZE";"Ind_01_16";"UM_18";78.3;"A"
"2018";"AZE";"Ind_01_17";"UM_18";73.5;"A"
"2009";"AZE";"Ind_04_01";"UM_7";;"O"
"2009";"AZE";"Ind_04_08";"UM_2";;"O"
"2009";"AZE";"Ind_04_09";"UM_2";;"O"
"2009";"AZE";"Ind_04_10";"UM_2";;"O"
"2019";"AZE";"Ind_04_11";"UM_2";;"O"
"2019";"AZE";"Ind_04_12";"UM_19";;"O"
"2018";"AZE";"Ind_04_13";"UM_19";;"O"
"2019";"AZE";"Ind_05_03";"UM_2";;"O"
"2019";"AZE";"Ind_05_04";"UM_2";;"O"
"2019";"AZE";"Ind_05_05";"UM_2";;"O"
"2019";"AZE";"Ind_05_06";"UM_2";;"O"
"2019";"AZE";"Ind_05_07";"UM_2";;"O"
"2019";"AZE";"Ind_05_08";"UM_2";;"O"
"2019";"AZE";"Ind_05_09";"UM_2";;"O"
