"PERIOD_REF";"REGION";"INDICATORS";"UNIT_MES";VALUE;"STATUS"
"2018";"LUX";"Ind_10_06";"UM_26";165;"A"
"2018";"LUX";"Ind_10_07";"UM_26";622;"A"
"2018";"LUX";"Ind_11_02";"UM_2";22.6;"A"
"2018";"LUX";"Ind_12_02";"UM_21";450.7;"A"
"2018";"LUX";"Ind_12_05";"UM_2";4.444;"A"
"2018";"LUX";"Ind_12_06";"UM_4";4.303474657;"A"
"2019";"LUX";"Ind_13_05";"UM_2";31.1;"A"
"2019";"LUX";"Ind_13_06";"UM_2";47;"A"
"2017";"LUX";"Ind_13_07";"UM_2";3.57;"A"
"2018";"LUX";"Ind_13_08";"UM_2";1.17;"A"
"2019";"LUX";"Ind_18_01";"UM_2";12;"A"
"2019";"LUX";"Ind_18_02";"UM_2";3.7;"A"
"2018";"LUX";"Ind_18_03";"UM_17";27529;"A"
"2019";"LUX";"Ind_18_04";"UM_2";17.5;"A"
"2018";"LUX";"Ind_19_01";"UM_2";1.4;"A"
"2018";"LUX";"Ind_19_02";"UM_2";51.9;"A"
"2020";"LUX";"Ind_19_03";"UM_2";30;"A"
"2019";"HUN";"Ind_01_01";"UM_1";9772.756;"A"
"2018";"HUN";"Ind_01_03";"UM_3";107.1;"A"
"2019";"HUN";"Ind_01_04";"UM_2";19.52056227;"A"
"2019";"HUN";"Ind_01_06";"UM_2";19.3279535;"A"
"2019";"HUN";"Ind_01_13";"UM_2";1.846166401;"A"
"2018";"HUN";"Ind_01_14";"UM_4";9.564037003;"A"
"2018";"HUN";"Ind_01_15";"UM_2";43.90212588;"A"
"2018";"HUN";"Ind_01_16";"UM_18";79.6;"A"
"2018";"HUN";"Ind_01_17";"UM_18";72.7;"A"
"2009";"HUN";"Ind_04_01";"UM_7";93027;"A"
"2009";"HUN";"Ind_04_08";"UM_2";3.602180012;"A"
"2009";"HUN";"Ind_04_09";"UM_2";63.22680512;"A"
"2009";"HUN";"Ind_04_10";"UM_2";21.77539854;"A"
"2019";"HUN";"Ind_04_11";"UM_2";6.2;"A"
"2019";"HUN";"Ind_04_12";"UM_19";17.6;"A"
"2018";"HUN";"Ind_04_13";"UM_19";6.5;"A"
"2019";"HUN";"Ind_05_03";"UM_2";72.6;"A"
"2019";"HUN";"Ind_05_04";"UM_2";65.3;"A"
"2019";"HUN";"Ind_05_05";"UM_2";80;"A"
"2019";"HUN";"Ind_05_06";"UM_2";3.4;"A"
"2019";"HUN";"Ind_05_07";"UM_2";3.5;"A"
"2019";"HUN";"Ind_05_08";"UM_2";3.4;"A"
"2019";"HUN";"Ind_05_09";"UM_2";11.4;"A"
"2019";"HUN";"Ind_05_10";"UM_2";31.9;"A"
"2019";"HUN";"Ind_06_11";"UM_17";23300;"A"
"2019";"HUN";"Ind_06_12";"UM_2";2.8;"A"
"2019";"HUN";"Ind_16_01";"UM_2";3.4;"A"
"2018";"HUN";"Ind_17_01";"UM_20";2.7;"A"
"2018";"HUN";"Ind_17_02";"UM_2";30.3;"A"
"2018";"HUN";"Ind_17_03";"UM_2";10.5;"A"
"2018";"HUN";"Ind_17_04";"UM_2";15;"A"
"2019";"HUN";"Ind_09_03";"UM_22";18.82624417;"A"
"2019";"HUN";"Ind_09_04";"UM_23";2.639210662;"A"
"2018";"HUN";"Ind_10_04";"UM_24";373;"A"
"2018";"HUN";"Ind_10_05";"UM_25";65;"A"
"2018";"HUN";"Ind_10_06";"UM_26";1982;"A"
"2018";"HUN";"Ind_10_07";"UM_26";11336;"A"
"2018";"HUN";"Ind_11_02";"UM_2";17.4;"A"
"2018";"HUN";"Ind_12_02";"UM_21";701.29;"A"
"2018";"HUN";"Ind_12_05";"UM_2";4.653;"A"
"2018";"HUN";"Ind_12_06";"UM_4";3.252484834;"A"
"2019";"HUN";"Ind_13_05";"UM_2";25;"A"
"2019";"HUN";"Ind_13_06";"UM_2";26;"A"
"2017";"HUN";"Ind_13_07";"UM_2";4.19;"A"
"2018";"HUN";"Ind_13_08";"UM_2";1.51;"A"
"2019";"HUN";"Ind_18_01";"UM_2";8.5;"A"
"2019";"HUN";"Ind_18_02";"UM_2";18.5;"A"
"2018";"HUN";"Ind_18_03";"UM_17";8603;"A"
"2019";"HUN";"Ind_18_04";"UM_2";13.5;"A"
"2018";"HUN";"Ind_19_01";"UM_2";12.2;"A"
"2018";"HUN";"Ind_19_02";"UM_2";53.9;"A"
"2020";"HUN";"Ind_19_03";"UM_2";12.06;"A"
"2019";"MLT";"Ind_01_01";"UM_1";493.559;"A"
"2018";"MLT";"Ind_01_03";"UM_3";1548.3;"A"
"2019";"MLT";"Ind_01_04";"UM_2";18.88244927;"A"
"2019";"MLT";"Ind_01_06";"UM_2";19.37771836;"A"
"2019";"MLT";"Ind_01_13";"UM_2";17.50406243;"A"
"2018";"MLT";"Ind_01_14";"UM_4";9.003989391;"A"
"2018";"MLT";"Ind_01_15";"UM_2";;"O"
"2018";"MLT";"Ind_01_16";"UM_18";84.6;"A"
"2018";"MLT";"Ind_01_17";"UM_18";80.4;"A"
"2009";"MLT";"Ind_04_01";"UM_7";316;"A"
"2009";"MLT";"Ind_04_08";"UM_2";;"O"
"2009";"MLT";"Ind_04_09";"UM_2";;"O"
"2009";"MLT";"Ind_04_10";"UM_2";;"O"
"2019";"MLT";"Ind_04_11";"UM_2";8.1;"A"
"2019";"MLT";"Ind_04_12";"UM_19";12.4;"A"
"2018";"MLT";"Ind_04_13";"UM_19";4.4;"A"
"2019";"MLT";"Ind_05_03";"UM_2";75.9;"A"
"2019";"MLT";"Ind_05_04";"UM_2";65.5;"A"
"2019";"MLT";"Ind_05_05";"UM_2";85.3;"A"
"2019";"MLT";"Ind_05_06";"UM_2";3.6;"A"
"2019";"MLT";"Ind_05_07";"UM_2";4;"A"
"2019";"MLT";"Ind_05_08";"UM_2";3.4;"A"
"2019";"MLT";"Ind_05_09";"UM_2";9.3;"A"
"2019";"MLT";"Ind_05_10";"UM_2";25.1;"A"
"2019";"MLT";"Ind_06_11";"UM_17";31700;"A"
"2019";"MLT";"Ind_06_12";"UM_2";2.47;"A"
"2019";"MLT";"Ind_16_01";"UM_2";1.5;"A"
"2018";"MLT";"Ind_17_01";"UM_20";1.7;"A"
"2018";"MLT";"Ind_17_02";"UM_2";54.3;"A"
"2018";"MLT";"Ind_17_03";"UM_2";5.5;"A"
"2018";"MLT";"Ind_17_04";"UM_2";0;"A"
"2019";"MLT";"Ind_09_03";"UM_22";97.43515359;"A"
"2019";"MLT";"Ind_09_04";"UM_23";20.18086781;"A"
"2018";"MLT";"Ind_10_04";"UM_24";608;"A"
"2018";"MLT";"Ind_10_05";"UM_25";38;"A"
"2018";"MLT";"Ind_10_06";"UM_26";;"O"
"2018";"MLT";"Ind_10_07";"UM_26";;"O"
"2018";"MLT";"Ind_11_02";"UM_2";15.2;"A"
"2018";"MLT";"Ind_12_02";"UM_21";430.84;"A"
"2018";"MLT";"Ind_12_05";"UM_2";;"O"
"2018";"MLT";"Ind_12_06";"UM_4";5.625562556;"A"
"2019";"MLT";"Ind_13_05";"UM_2";20.7;"A"
"2019";"MLT";"Ind_13_06";"UM_2";29.1;"A"
"2017";"MLT";"Ind_13_07";"UM_2";4.47;"A"
"2018";"MLT";"Ind_13_08";"UM_2";0.6;"A"
"2019";"MLT";"Ind_18_01";"UM_2";6.5;"A"
"2019";"MLT";"Ind_18_02";"UM_2";8.4;"A"
"2018";"MLT";"Ind_18_03";"UM_17";17932;"A"
"2019";"MLT";"Ind_18_04";"UM_2";8.2;"A"
"2018";"MLT";"Ind_19_01";"UM_2";13;"A"
"2018";"MLT";"Ind_19_02";"UM_2";55.9;"A"
"2020";"MLT";"Ind_19_03";"UM_2";13.43;"A"
"2019";"NLD";"Ind_01_01";"UM_1";17282.163;"A"
"2018";"NLD";"Ind_01_03";"UM_3";504;"A"
"2019";"NLD";"Ind_01_04";"UM_2";22.06984146;"A"
"2019";"NLD";"Ind_01_06";"UM_2";19.28867818;"A"
"2019";"NLD";"Ind_01_13";"UM_2";6.21676141;"A"
"2018";"NLD";"Ind_01_14";"UM_4";9.751383551;"A"
"2018";"NLD";"Ind_01_15";"UM_2";51.87242249;"A"
"2018";"NLD";"Ind_01_16";"UM_18";83.4;"A"
"2018";"NLD";"Ind_01_17";"UM_18";80.3;"A"
"2009";"NLD";"Ind_04_01";"UM_7";41543;"A"
"2009";"NLD";"Ind_04_08";"UM_2";9.741713405;"A"
"2009";"NLD";"Ind_04_09";"UM_2";50.8268541;"A"
"2009";"NLD";"Ind_04_10";"UM_2";10.65642828;"A"
"2019";"NLD";"Ind_04_11";"UM_2";8.5;"A"
"2019";"NLD";"Ind_04_12";"UM_19";9.4;"A"
"2018";"NLD";"Ind_04_13";"UM_19";10.9;"A"
"2019";"NLD";"Ind_05_03";"UM_2";80.9;"A"
"2019";"NLD";"Ind_05_04";"UM_2";76.7;"A"
"2019";"NLD";"Ind_05_05";"UM_2";85.1;"A"
"2019";"NLD";"Ind_05_06";"UM_2";3.4;"A"
"2019";"NLD";"Ind_05_07";"UM_2";3.4;"A"
"2019";"NLD";"Ind_05_08";"UM_2";3.4;"A"
"2019";"NLD";"Ind_05_09";"UM_2";6.7;"A"
"2019";"NLD";"Ind_05_10";"UM_2";30.3;"A"
"2019";"NLD";"Ind_06_11";"UM_17";40800;"A"
"2019";"NLD";"Ind_06_12";"UM_2";1.04;"A"
"2019";"NLD";"Ind_16_01";"UM_2";2.7;"A"
"2018";"NLD";"Ind_17_01";"UM_20";4.5;"A"
"2018";"NLD";"Ind_17_02";"UM_2";41.1;"A"
"2018";"NLD";"Ind_17_03";"UM_2";6;"A"
"2018";"NLD";"Ind_17_04";"UM_2";1.1;"A"
"2019";"NLD";"Ind_09_03";"UM_22";17.67717334;"A"
"2019";"NLD";"Ind_09_04";"UM_23";3.166437578;"A"
"2018";"NLD";"Ind_10_04";"UM_24";494;"A"
"2018";"NLD";"Ind_10_05";"UM_25";39;"A"
"2018";"NLD";"Ind_10_06";"UM_26";2756;"A"
"2018";"NLD";"Ind_10_07";"UM_26";;"O"
"2018";"NLD";"Ind_11_02";"UM_2";28.9;"A"
"2018";"NLD";"Ind_12_02";"UM_21";316.55;"A"
"2018";"NLD";"Ind_12_05";"UM_2";8.185;"A"
"2018";"NLD";"Ind_12_06";"UM_4";3.453493547;"A"
"2019";"NLD";"Ind_13_05";"UM_2";27.6;"A"
"2019";"NLD";"Ind_13_06";"UM_2";40.4;"A"
"2017";"NLD";"Ind_13_07";"UM_2";5.18;"A"
"2018";"NLD";"Ind_13_08";"UM_2";2.14;"A"
"2019";"NLD";"Ind_18_01";"UM_2";5.4;"A"
"2019";"NLD";"Ind_18_02";"UM_2";6.2;"A"
"2018";"NLD";"Ind_18_03";"UM_17";21528;"A"
"2019";"NLD";"Ind_18_04";"UM_2";23.4;"A"
"2018";"NLD";"Ind_19_01";"UM_2";14.7;"A"
"2018";"NLD";"Ind_19_02";"UM_2";52.1;"A"
"2020";"NLD";"Ind_19_03";"UM_2";33.33;"A"
"2019";"AUT";"Ind_01_01";"UM_1";8858.775;"A"
"2018";"AUT";"Ind_01_03";"UM_3";107.1;"A"
"2019";"AUT";"Ind_01_04";"UM_2";19.47000697;"A"
"2019";"AUT";"Ind_01_06";"UM_2";18.91304129;"A"
"2019";"AUT";"Ind_01_13";"UM_2";16.17617105;"A"
"2018";"AUT";"Ind_01_14";"UM_4";9.655398179;"A"
"2018";"AUT";"Ind_01_15";"UM_2";41.26264102;"A"
"2018";"AUT";"Ind_01_16";"UM_18";84.1;"A"
"2018";"AUT";"Ind_01_17";"UM_18";79.4;"A"
"2009";"AUT";"Ind_04_01";"UM_7";83879;"A"
"2009";"AUT";"Ind_04_08";"UM_2";3.923508864;"A"
"2009";"AUT";"Ind_04_09";"UM_2";34.01447323;"A"
"2009";"AUT";"Ind_04_10";"UM_2";40.58584389;"A"
"2019";"AUT";"Ind_04_11";"UM_2";5.3;"A"
"2019";"AUT";"Ind_04_12";"UM_19";19.4;"A"
"2018";"AUT";"Ind_04_13";"UM_19";8.9;"A"
"2019";"AUT";"Ind_05_03";"UM_2";77.1;"A"
"2019";"AUT";"Ind_05_04";"UM_2";72.3;"A"
"2019";"AUT";"Ind_05_05";"UM_2";81.8;"A"
"2019";"AUT";"Ind_05_06";"UM_2";4.5;"A"
"2019";"AUT";"Ind_05_07";"UM_2";4.4;"A"
"2019";"AUT";"Ind_05_08";"UM_2";4.6;"A"
"2019";"AUT";"Ind_05_09";"UM_2";8.5;"A"
"2019";"AUT";"Ind_05_10";"UM_2";25.1;"A"
"2019";"AUT";"Ind_06_11";"UM_17";40300;"A"
"2019";"AUT";"Ind_06_12";"UM_2";1.1;"A"
"2019";"AUT";"Ind_16_01";"UM_2";1.5;"A"
"2018";"AUT";"Ind_17_01";"UM_20";3.8;"A"
"2018";"AUT";"Ind_17_02";"UM_2";37.1;"A"
"2018";"AUT";"Ind_17_03";"UM_2";29.6;"A"
"2018";"AUT";"Ind_17_04";"UM_2";0;"A"
"2019";"AUT";"Ind_09_03";"UM_22";68.80431073;"A"
"2019";"AUT";"Ind_09_04";"UM_23";10.79854294;"A"
"2018";"AUT";"Ind_10_04";"UM_24";562;"A"
"2018";"AUT";"Ind_10_05";"UM_25";46;"A"
"2018";"AUT";"Ind_10_06";"UM_26";1743;"A"
"2018";"AUT";"Ind_10_07";"UM_26";;"O"
"2018";"AUT";"Ind_11_02";"UM_2";29.1;"A"
"2018";"AUT";"Ind_12_02";"UM_21";727.16;"A"
"2018";"AUT";"Ind_12_05";"UM_2";7.706;"A"
"2018";"AUT";"Ind_12_06";"UM_4";2.700648857;"A"
"2019";"AUT";"Ind_13_05";"UM_2";20.1;"A"
"2019";"AUT";"Ind_13_06";"UM_2";33.8;"A"
"2017";"AUT";"Ind_13_07";"UM_2";5.25;"A"
"2018";"AUT";"Ind_13_08";"UM_2";3.14;"A"
"2019";"AUT";"Ind_18_01";"UM_2";7.7;"A"
"2019";"AUT";"Ind_18_02";"UM_2";5.9;"A"
"2018";"AUT";"Ind_18_03";"UM_17";23204;"A"
"2019";"AUT";"Ind_18_04";"UM_2";18.2;"A"
"2018";"AUT";"Ind_19_01";"UM_2";20.4;"A"
"2018";"AUT";"Ind_19_02";"UM_2";52.9;"A"
"2020";"AUT";"Ind_19_03";"UM_2";39.34;"A"
"2019";"POL";"Ind_01_01";"UM_1";37972.812;"A"
"2018";"POL";"Ind_01_03";"UM_3";123.6;"A"
"2019";"POL";"Ind_01_04";"UM_2";20.12691628;"A"
"2019";"POL";"Ind_01_06";"UM_2";17.65831759;"A"
"2019";"POL";"Ind_01_13";"UM_2";0.762970714;"A"
"2018";"POL";"Ind_01_14";"UM_4";10.22252447;"A"
"2018";"POL";"Ind_01_15";"UM_2";26.42705151;"A"
"2018";"POL";"Ind_01_16";"UM_18";81.7;"A"
"2018";"POL";"Ind_01_17";"UM_18";73.7;"A"
"2009";"POL";"Ind_04_01";"UM_7";312679;"A"
"2009";"POL";"Ind_04_08";"UM_2";3.217037281;"A"
"2009";"POL";"Ind_04_09";"UM_2";53.70779617;"A"
"2009";"POL";"Ind_04_10";"UM_2";31.51538799;"A"
"2019";"POL";"Ind_04_11";"UM_2";7.3;"A"
"2019";"POL";"Ind_04_12";"UM_19";18.5;"A"
"2018";"POL";"Ind_04_13";"UM_19";10.9;"A"
"2019";"POL";"Ind_05_03";"UM_2";70.6;"A"
"2019";"POL";"Ind_05_04";"UM_2";63.4;"A"
"2019";"POL";"Ind_05_05";"UM_2";77.7;"A"
"2019";"POL";"Ind_05_06";"UM_2";3.3;"A"
"2019";"POL";"Ind_05_07";"UM_2";3.6;"A"
"2019";"POL";"Ind_05_08";"UM_2";3;"A"
"2019";"POL";"Ind_05_09";"UM_2";9.9;"A"
"2019";"POL";"Ind_05_10";"UM_2";21.6;"A"
"2019";"POL";"Ind_06_11";"UM_17";23200;"A"
"2019";"POL";"Ind_06_12";"UM_2";3.81;"A"
"2019";"POL";"Ind_16_01";"UM_2";2.1;"A"
"2018";"POL";"Ind_17_01";"UM_20";2.8;"A"
"2018";"POL";"Ind_17_02";"UM_2";28.9;"A"
"2018";"POL";"Ind_17_03";"UM_2";8.5;"A"
"2018";"POL";"Ind_17_04";"UM_2";0;"A"
"2019";"POL";"Ind_09_03";"UM_22";9.715012792;"A"
"2019";"POL";"Ind_09_04";"UM_23";1.414476703;"A"
"2018";"POL";"Ind_10_04";"UM_24";617;"A"
"2018";"POL";"Ind_10_05";"UM_25";75;"A"
"2018";"POL";"Ind_10_06";"UM_26";1637;"A"
"2018";"POL";"Ind_10_07";"UM_26";37087;"A"
"2018";"POL";"Ind_11_02";"UM_2";19.7;"A"
"2018";"POL";"Ind_12_02";"UM_21";653.69;"A"
"2018";"POL";"Ind_12_05";"UM_2";4.526;"A"
"2018";"POL";"Ind_12_06";"UM_4";3.8487498;"A"
"2019";"POL";"Ind_13_05";"UM_2";26.6;"A"
"2019";"POL";"Ind_13_06";"UM_2";32;"A"
"2017";"POL";"Ind_13_07";"UM_2";4.56;"A"
"2018";"POL";"Ind_13_08";"UM_2";1.21;"A"
"2019";"POL";"Ind_18_01";"UM_2";9.9;"A"
"2019";"POL";"Ind_18_02";"UM_2";9.4;"A"
"2018";"POL";"Ind_18_03";"UM_17";11513;"A"
"2019";"POL";"Ind_18_04";"UM_2";18.1;"A"
"2018";"POL";"Ind_19_01";"UM_2";8.5;"A"
"2018";"POL";"Ind_19_02";"UM_2";59.3;"A"
"2020";"POL";"Ind_19_03";"UM_2";28.7;"A"
"2019";"PRT";"Ind_01_01";"UM_1";10276.617;"A"
"2018";"PRT";"Ind_01_03";"UM_3";113;"A"
"2019";"PRT";"Ind_01_04";"UM_2";19.04873051;"A"
"2019";"PRT";"Ind_01_06";"UM_2";21.80759024;"A"
"2019";"PRT";"Ind_01_13";"UM_2";4.667172674;"A"
"2018";"PRT";"Ind_01_14";"UM_4";8.467767165;"A"
"2018";"PRT";"Ind_01_15";"UM_2";55.87795909;"A"
"2018";"PRT";"Ind_01_16";"UM_18";84.5;"A"
"2018";"PRT";"Ind_01_17";"UM_18";78.3;"A"
"2009";"PRT";"Ind_04_01";"UM_7";92207;"A"
"2009";"PRT";"Ind_04_08";"UM_2";4.8922533;"A"
"2009";"PRT";"Ind_04_09";"UM_2";40.87108354;"A"
"2009";"PRT";"Ind_04_10";"UM_2";26.05116748;"A"
"2019";"PRT";"Ind_04_11";"UM_2";6.9;"A"
"2019";"PRT";"Ind_04_12";"UM_19";17.3;"A"
"2018";"PRT";"Ind_04_13";"UM_19";6.6;"A"
"2019";"PRT";"Ind_05_03";"UM_2";75.5;"A"
"2019";"PRT";"Ind_05_04";"UM_2";72.9;"A"
"2019";"PRT";"Ind_05_05";"UM_2";78.3;"A"
"2019";"PRT";"Ind_05_06";"UM_2";6.5;"A"
"2019";"PRT";"Ind_05_07";"UM_2";7.2;"A"
"2019";"PRT";"Ind_05_08";"UM_2";5.9;"A"
"2019";"PRT";"Ind_05_09";"UM_2";18.3;"A"
"2019";"PRT";"Ind_05_10";"UM_2";42.6;"A"
"2019";"PRT";"Ind_06_11";"UM_17";25200;"A"
"2019";"PRT";"Ind_06_12";"UM_2";0.77;"A"
"2019";"PRT";"Ind_16_01";"UM_2";0.3;"A"
"2018";"PRT";"Ind_17_01";"UM_20";2.3;"A"
"2018";"PRT";"Ind_17_02";"UM_2";43.6;"A"
"2018";"PRT";"Ind_17_03";"UM_2";26.3;"A"
"2018";"PRT";"Ind_17_04";"UM_2";0;"A"
"2019";"PRT";"Ind_09_03";"UM_22";35.2002769;"A"
"2019";"PRT";"Ind_09_04";"UM_23";5.825154185;"A"
"2018";"PRT";"Ind_10_04";"UM_24";514;"A"
"2018";"PRT";"Ind_10_05";"UM_25";68;"A"
"2018";"PRT";"Ind_10_06";"UM_26";3065;"A"
"2018";"PRT";"Ind_10_07";"UM_26";3244;"A"
"2018";"PRT";"Ind_11_02";"UM_2";24;"A"
"2018";"PRT";"Ind_12_02";"UM_21";344.51;"A"
"2018";"PRT";"Ind_12_05";"UM_2";5.815;"A"
"2018";"PRT";"Ind_12_06";"UM_4";3.298092393;"A"
"2019";"PRT";"Ind_13_05";"UM_2";24.6;"A"
"2019";"PRT";"Ind_13_06";"UM_2";26.3;"A"
"2017";"PRT";"Ind_13_07";"UM_2";4.9;"A"
"2018";"PRT";"Ind_13_08";"UM_2";1.35;"A"
"2019";"PRT";"Ind_18_01";"UM_2";10.7;"A"
"2019";"PRT";"Ind_18_02";"UM_2";15.1;"A"
"2018";"PRT";"Ind_18_03";"UM_17";10801;"A"
"2019";"PRT";"Ind_18_04";"UM_2";15.5;"A"
"2018";"PRT";"Ind_19_01";"UM_2";8.9;"A"
"2018";"PRT";"Ind_19_02";"UM_2";53.5;"A"
"2020";"PRT";"Ind_19_03";"UM_2";40;"A"
"2019";"ROU";"Ind_01_01";"UM_1";19414.458;"A"
"2018";"ROU";"Ind_01_03";"UM_3";83.1;"A"
"2019";"ROU";"Ind_01_04";"UM_2";20.8834881;"A"
"2019";"ROU";"Ind_01_06";"UM_2";18.41393143;"A"
"2019";"ROU";"Ind_01_13";"UM_2";0.620046531;"A"
"2018";"ROU";"Ind_01_14";"UM_4";10.44293897;"A"
"2018";"ROU";"Ind_01_15";"UM_2";30.92076708;"A"
"2018";"ROU";"Ind_01_16";"UM_18";79.2;"A"
"2018";"ROU";"Ind_01_17";"UM_18";71.7;"A"
"2009";"ROU";"Ind_04_01";"UM_7";238391;"A"
"2009";"ROU";"Ind_04_08";"UM_2";;"O"
"2009";"ROU";"Ind_04_09";"UM_2";;"O"
"2009";"ROU";"Ind_04_10";"UM_2";;"O"
"2019";"ROU";"Ind_04_11";"UM_2";7.9;"A"
"2019";"ROU";"Ind_04_12";"UM_19";24.6;"A"
"2018";"ROU";"Ind_04_13";"UM_19";6;"A"
"2019";"ROU";"Ind_05_03";"UM_2";68.6;"A"
"2019";"ROU";"Ind_05_04";"UM_2";58.9;"A"
"2019";"ROU";"Ind_05_05";"UM_2";78;"A"
"2019";"ROU";"Ind_05_06";"UM_2";3.9;"A"
"2019";"ROU";"Ind_05_07";"UM_2";3.4;"A"
"2019";"ROU";"Ind_05_08";"UM_2";4.3;"A"
"2019";"ROU";"Ind_05_09";"UM_2";16.8;"A"
"2019";"ROU";"Ind_05_10";"UM_2";42.4;"A"
"2019";"ROU";"Ind_06_11";"UM_17";22200;"A"
"2019";"ROU";"Ind_06_12";"UM_2";4.23;"A"
"2019";"ROU";"Ind_16_01";"UM_2";3.9;"A"
"2018";"ROU";"Ind_17_01";"UM_20";1.7;"A"
"2018";"ROU";"Ind_17_02";"UM_2";29;"A"
"2018";"ROU";"Ind_17_03";"UM_2";18;"A"
"2018";"ROU";"Ind_17_04";"UM_2";8.6;"A"
"2019";"ROU";"Ind_09_03";"UM_22";11.55615505;"A"
"2019";"ROU";"Ind_09_04";"UM_23";1.24566897;"A"
"2018";"ROU";"Ind_10_04";"UM_24";332;"A"
"2018";"ROU";"Ind_10_05";"UM_25";96;"A"
"2018";"ROU";"Ind_10_06";"UM_26";823;"A"
"2018";"ROU";"Ind_10_07";"UM_26";20104;"A"
"2018";"ROU";"Ind_11_02";"UM_2";15;"A"
"2018";"ROU";"Ind_12_02";"UM_21";696.83;"A"
"2018";"ROU";"Ind_12_05";"UM_2";;"O"
"2018";"ROU";"Ind_12_06";"UM_4";6.047034684;"A"
"2019";"ROU";"Ind_13_05";"UM_2";26.2;"A"
"2019";"ROU";"Ind_13_06";"UM_2";18.4;"A"
"2017";"ROU";"Ind_13_07";"UM_2";2.69;"A"
"2018";"ROU";"Ind_13_08";"UM_2";0.5;"A"
"2019";"ROU";"Ind_18_01";"UM_2";15.4;"A"
"2019";"ROU";"Ind_18_02";"UM_2";27.8;"A"
"2018";"ROU";"Ind_18_03";"UM_17";6278;"A"
"2019";"ROU";"Ind_18_04";"UM_2";18.6;"A"
"2018";"ROU";"Ind_19_01";"UM_2";2.2;"A"
"2018";"ROU";"Ind_19_02";"UM_2";54.2;"A"
"2020";"ROU";"Ind_19_03";"UM_2";21.88;"A"
"2019";"SVN";"Ind_01_01";"UM_1";2080.908;"A"
"2018";"SVN";"Ind_01_03";"UM_3";102.9;"A"
"2019";"SVN";"Ind_01_04";"UM_2";19.67027597;"A"
"2019";"SVN";"Ind_01_06";"UM_2";19.98442096;"A"
"2019";"SVN";"Ind_01_13";"UM_2";6.68606789;"A"
"2018";"SVN";"Ind_01_14";"UM_4";9.411756791;"A"
"2018";"SVN";"Ind_01_15";"UM_2";57.65636967;"A"
"2018";"SVN";"Ind_01_16";"UM_18";84.4;"A"
"2018";"SVN";"Ind_01_17";"UM_18";78.5;"A"
"2009";"SVN";"Ind_04_01";"UM_7";20273;"A"
"2009";"SVN";"Ind_04_08";"UM_2";3.003995462;"A"
"2009";"SVN";"Ind_04_09";"UM_2";28.34804913;"A"
"2009";"SVN";"Ind_04_10";"UM_2";60.97765501;"A"
"2019";"SVN";"Ind_04_11";"UM_2";8.8;"A"
"2019";"SVN";"Ind_04_12";"UM_19";14.7;"A"
"2018";"SVN";"Ind_04_13";"UM_19";8.4;"A"
"2019";"SVN";"Ind_05_03";"UM_2";75.2;"A"
"2019";"SVN";"Ind_05_04";"UM_2";72.2;"A"
"2019";"SVN";"Ind_05_05";"UM_2";78;"A"
"2019";"SVN";"Ind_05_06";"UM_2";4.5;"A"
"2019";"SVN";"Ind_05_07";"UM_2";5;"A"
"2019";"SVN";"Ind_05_08";"UM_2";4;"A"
"2019";"SVN";"Ind_05_09";"UM_2";8.1;"A"
"2019";"SVN";"Ind_05_10";"UM_2";43;"A"
"2019";"SVN";"Ind_06_11";"UM_17";28300;"A"
"2019";"SVN";"Ind_06_12";"UM_2";2.14;"A"
"2019";"SVN";"Ind_16_01";"UM_2";1.7;"A"
"2018";"SVN";"Ind_17_01";"UM_20";3.3;"A"
"2018";"SVN";"Ind_17_02";"UM_2";36;"A"
"2018";"SVN";"Ind_17_03";"UM_2";16.6;"A"
"2018";"SVN";"Ind_17_04";"UM_2";20;"A"
"2019";"SVN";"Ind_09_03";"UM_22";30.34670615;"A"
"2019";"SVN";"Ind_09_04";"UM_23";3.997868285;"A"
"2018";"SVN";"Ind_10_04";"UM_24";549;"A"
"2018";"SVN";"Ind_10_05";"UM_25";44;"A"
"2018";"SVN";"Ind_10_06";"UM_26";623;"A"
"2018";"SVN";"Ind_10_07";"UM_26";2178;"A"
"2018";"SVN";"Ind_11_02";"UM_2";22;"A"
"2018";"SVN";"Ind_12_02";"UM_21";442.79;"A"
"2018";"SVN";"Ind_12_05";"UM_2";6.043;"A"
"2018";"SVN";"Ind_12_06";"UM_4";1.684962982;"A"
"2019";"SVN";"Ind_13_05";"UM_2";20.3;"A"
"2019";"SVN";"Ind_13_06";"UM_2";33.3;"A"
"2017";"SVN";"Ind_13_07";"UM_2";4.48;"A"
"2018";"SVN";"Ind_13_08";"UM_2";1.95;"A"
"2019";"SVN";"Ind_18_01";"UM_2";4.5;"A"
"2019";"SVN";"Ind_18_02";"UM_2";8.5;"A"
"2018";"SVN";"Ind_18_03";"UM_17";15771;"A"
"2019";"SVN";"Ind_18_04";"UM_2";14.8;"A"
"2018";"SVN";"Ind_19_01";"UM_2";9.3;"A"
"2018";"SVN";"Ind_19_02";"UM_2";57.5;"A"
"2020";"SVN";"Ind_19_03";"UM_2";27.78;"A"
"2019";"SVK";"Ind_01_01";"UM_1";5450.421;"A"
"2018";"SVK";"Ind_01_03";"UM_3";111.8;"A"
"2019";"SVK";"Ind_01_04";"UM_2";20.62822425;"A"
"2019";"SVK";"Ind_01_06";"UM_2";16.06282794;"A"
