"PERIOD_REF";"PERIOD_COMP";"REGION";"INDICATORS";"UNIT_MES";"VALUE";"STATUS";"STATUS_1"
"2019";;"FR";"Ind_14_10";"UM_2";0.734451756;"A";
"2019";;"FR";"Ind_15_01";"UM_15";36.86063367;"A";
"2019";;"FR";"Ind_15_02";"UM_15";14.91933207;"A";
"2019";;"FR";"Ind_15_03";"UM_15";4.486781252;"A";
"2019";;"SO";"Ind_01_01";"UM_1";275.247;"A";
"2010/2019";;"SO";"Ind_01_02";"UM_2";7.819918209;"A";
"2019";;"SO";"Ind_01_03";"UM_3";348.2155734;"A";
"2019";;"SO";"Ind_01_04";"UM_2";19.02000748;"A";
"2019";;"SO";"Ind_01_05";"UM_2";61.11419925;"A";
"2019";;"SO";"Ind_01_06";"UM_2";19.86579327;"A";
"2019";;"SO";"Ind_01_07";"UM_2";85.93554153;"A";
"2019";;"SO";"Ind_01_08";"UM_2";22.94048618;"A";
"2019";;"SO";"Ind_01_09";"UM_4";4.591195771;"A";
"2019";;"SO";"Ind_01_10";"UM_4";1.772296382;"A";
"2019";;"SO";"Ind_01_11";"UM_4";9.45224737;"A";
"2019";;"SO";"Ind_01_12";"UM_4";8.427524565;"A";
"2019";;"SO";"Ind_01_13";"UM_5";122.863;"A";
"2019";;"SO";"Ind_01_14";"UM_6";2.205253005;"A";
"2019";;"SO";"Ind_02_01";"UM_2";87.13562072;"A";
"2019";;"SO";"Ind_02_02";"UM_2";2.938333822;"A";
"2019";;"SO";"Ind_02_03";"UM_2";4.786334375;"A";
"2019";;"SO";"Ind_02_04";"UM_2";0.180591503;"U";
"2019";;"SO";"Ind_02_05";"UM_2";4.278058715;"A";
"2019";;"SO";"Ind_03_01";"UM_2";31.20760774;"A";
"2019";;"SO";"Ind_03_02";"UM_2";18.79239226;"A";
"2019";;"SO";"Ind_03_03";"UM_2";35.86406862;"A";
"2004/2009";;"SO";"Ind_04_01";"UM_7";790.37;"A";
"2004/2009";;"SO";"Ind_04_02";"UM_2";13.85680125;"A";
"1979/1985";"2004/2009";"SO";"Ind_04_03";"UM_2";24.38969002;"A";
"2004/2009";;"SO";"Ind_04_04";"UM_2";42.31056341;"A";
"1979/1985";"2004/2009";"SO";"Ind_04_05";"UM_2";-5.781747485;"A";
"2004/2009";;"SO";"Ind_04_06";"UM_2";42.74200691;"A";
"2004/2009";;"SO";"Ind_04_07";"UM_2";1.09062844;"A";
"2019";;"SO";"Ind_05_01";"UM_2";81.4;"A";
"2020";;"SO";"Ind_05_02";"UM_2";2.9;"A";
"2018";;"SO";"Ind_06_01";"UM_8";68639.70042;"A";"P"
"2017/2018";;"SO";"Ind_06_02";"UM_2";2.06129268;"A";"P"
"2018";;"SO";"Ind_06_03";"UM_5";144.858;"A";
"2018";;"SO";"Ind_06_04";"UM_5";4.208;"A";
"2018";;"SO";"Ind_06_05";"UM_5";37.917;"A";
"2018";;"SO";"Ind_06_06";"UM_5";102.733;"A";
"2018";;"SO";"Ind_06_07";"UM_9";18207;"A";
"2018";;"SO";"Ind_06_08";"UM_9";1444;"A";
"2018";;"SO";"Ind_06_09";"UM_9";3074;"A";
"2018";;"SO";"Ind_06_10";"UM_9";13689;"A";
"2019";;"SO";"Ind_07_01";"UM_2";16.66771263;"A";
"2019";;"SO";"Ind_07_02";"UM_10";23.50801818;"A";
"2020";;"SO";"Ind_08_01";"UM_2";3.220715874;"A";
"2019";;"SO";"Ind_08_02";"UM_2";47.3;"A";
"2019";;"SO";"Ind_08_03";"UM_11";49.9;"A";
"2018";;"SO";"Ind_08_04";"UM_12";5.290459489;"A";
"2019";;"SO";"Ind_09_01";"UM_5";231.378;"A";
"2019";;"SO";"Ind_09_02";"UM_5";435.355;"A";
"2019";;"SO";"Ind_10_01";"UM_12";581.2755771;"A";
"2019";;"SO";"Ind_10_02";"UM_2";21.70730677;"A";
"2019";;"SO";"Ind_10_03";"UM_2";62.81367536;"A";
"2019";;"SO";"Ind_11_01";"UM_2";3.39759;"A";
"2019";;"SO";"Ind_12_01";"UM_13";159;"A";
"2019";;"SO";"Ind_12_02";"UM_12";2.6;"A";
"2019";;"SO";"Ind_12_03";"UM_12";158.5;"A";
"2019";;"SO";"Ind_12_04";"UM_14";5.2;"A";
"2019";;"SO";"Ind_13_01";"UM_2";18.52211768;"A";
"2019";;"SO";"Ind_13_02";"UM_2";53.13299076;"A";
"2019";;"SO";"Ind_13_03";"UM_2";28.34489156;"A";
"2019";;"SO";"Ind_13_04";"UM_2";24.12;"A";
"2019";;"SO";"Ind_14_01";"UM_2";18.52025386;"A";
"2019";;"SO";"Ind_14_02";"UM_2";14.19891054;"A";
"2019";;"SO";"Ind_14_03";"UM_2";18.4400531;"A";
"2019";;"SO";"Ind_14_04";"UM_2";25.90927606;"A";
"2019";;"SO";"Ind_14_05";"UM_2";1.199423399;"A";
"2019";;"SO";"Ind_14_06";"UM_2";6.807988839;"A";
"2019";;"SO";"Ind_14_07";"UM_2";1.988767673;"A";
"2019";;"SO";"Ind_14_08";"UM_2";;"M";
"2019";;"SO";"Ind_14_09";"UM_2";11.41721066;"A";
"2019";;"SO";"Ind_14_10";"UM_2";0.602560937;"A";
"2019";;"SO";"Ind_15_01";"UM_15";53.80059591;"A";
"2019";;"SO";"Ind_15_02";"UM_15";6.844952671;"A";
"2019";;"SO";"Ind_15_03";"UM_15";1.819220041;"A";
"2019";;"BS";"Ind_01_01";"UM_1";195.844;"A";
"2010/2019";;"BS";"Ind_01_02";"UM_2";5.890240606;"A";
"2019";;"BS";"Ind_01_03";"UM_3";5300.243572;"A";
"2019";;"BS";"Ind_01_04";"UM_2";17.3449276;"A";
"2019";;"BS";"Ind_01_05";"UM_2";62.86380997;"A";
"2019";;"BS";"Ind_01_06";"UM_2";19.79126243;"A";
"2019";;"BS";"Ind_01_07";"UM_2";100;"A";
"2019";;"BS";"Ind_01_08";"UM_2";36.64089786;"A";
"2019";;"BS";"Ind_01_09";"UM_4";4.946109931;"A";
"2019";;"BS";"Ind_01_10";"UM_4";2.017357467;"A";
"2019";;"BS";"Ind_01_11";"UM_4";10.54760503;"A";
"2019";;"BS";"Ind_01_12";"UM_4";10.56296562;"A";
"2019";;"BS";"Ind_01_13";"UM_5";97.49;"A";
"2019";;"BS";"Ind_01_14";"UM_6";1.945061032;"A";
"2019";;"BS";"Ind_02_01";"UM_2";76.82066384;"A";
"2019";;"BS";"Ind_02_02";"UM_2";5.03957298;"A";
"2019";;"BS";"Ind_02_03";"UM_2";6.148843487;"A";
"2019";;"BS";"Ind_02_04";"UM_2";0.163995859;"U";
"2019";;"BS";"Ind_02_05";"UM_2";12.11239953;"A";
"2019";;"BS";"Ind_03_01";"UM_2";14.94263452;"A";
"2019";;"BS";"Ind_03_02";"UM_2";14.58985214;"A";
"2019";;"BS";"Ind_03_03";"UM_2";52.84005154;"A";
"2004/2009";;"BS";"Ind_04_01";"UM_7";36.98;"A";
"2004/2009";;"BS";"Ind_04_02";"UM_2";71.06544078;"A";
"1979/1985";"2004/2009";"BS";"Ind_04_03";"UM_2";1.310717039;"A";
"2004/2009";;"BS";"Ind_04_04";"UM_2";12.03353164;"A";
"1979/1985";"2004/2009";"BS";"Ind_04_05";"UM_2";-5.672268908;"A";
"2004/2009";;"BS";"Ind_04_06";"UM_2";12.41211466;"A";
"2004/2009";;"BS";"Ind_04_07";"UM_2";4.488912926;"A";
"2019";;"BS";"Ind_05_01";"UM_2";77.5;"A";
"2020";;"BS";"Ind_05_02";"UM_2";3.8;"A";
"2018";;"BS";"Ind_06_01";"UM_8";203966.653;"A";"P"
"2017/2018";;"BS";"Ind_06_02";"UM_2";3.05867743;"A";"P"
"2018";;"BS";"Ind_06_03";"UM_5";190.756;"A";
"2018";;"BS";"Ind_06_04";"UM_5";0.075;"A";
"2018";;"BS";"Ind_06_05";"UM_5";35.493;"A";
"2018";;"BS";"Ind_06_06";"UM_5";155.188;"A";
"2018";;"BS";"Ind_06_07";"UM_9";16924;"A";
"2018";;"BS";"Ind_06_08";"UM_9";21;"A";
"2018";;"BS";"Ind_06_09";"UM_9";1466;"A";
"2018";;"BS";"Ind_06_10";"UM_9";15437;"A";
"2019";;"BS";"Ind_07_01";"UM_2";40.99842057;"A";
"2019";;"BS";"Ind_07_02";"UM_10";35.18674167;"A";
"2020";;"BS";"Ind_08_01";"UM_2";0.961417845;"A";
"2019";;"BS";"Ind_08_02";"UM_2";15.8;"A";
"2019";;"BS";"Ind_08_03";"UM_11";41.4;"A";
"2018";;"BS";"Ind_08_04";"UM_12";4.099882419;"A";
"2019";;"BS";"Ind_09_01";"UM_5";757.234;"A";
"2019";;"BS";"Ind_09_02";"UM_5";1423.481;"A";
"2019";;"BS";"Ind_10_01";"UM_12";337.0403459;"A";
"2019";;"BS";"Ind_10_02";"UM_2";47.17066546;"A";
"2019";;"BS";"Ind_10_03";"UM_2";17.17846185;"A";
"2019";;"BS";"Ind_11_01";"UM_2";6.02415;"A";
"2019";;"BS";"Ind_12_01";"UM_13";442;"A";
"2019";;"BS";"Ind_12_02";"UM_12";10.9;"A";
"2019";;"BS";"Ind_12_03";"UM_12";171.7;"A";
"2019";;"BS";"Ind_12_04";"UM_14";5.5;"A";
"2019";;"BS";"Ind_13_01";"UM_2";18.26982689;"A";
"2019";;"BS";"Ind_13_02";"UM_2";36.88438034;"A";
"2019";;"BS";"Ind_13_03";"UM_2";44.84647405;"A";
"2019";;"BS";"Ind_13_04";"UM_2";24.88;"A";
"2019";;"BS";"Ind_14_01";"UM_2";21.37639642;"A";
"2019";;"BS";"Ind_14_02";"UM_2";4.570072075;"A";
"2019";;"BS";"Ind_14_03";"UM_2";32.65003714;"A";
"2019";;"BS";"Ind_14_04";"UM_2";12.35046675;"A";
"2019";;"BS";"Ind_14_05";"UM_2";2.017789091;"A";
"2019";;"BS";"Ind_14_06";"UM_2";5.698406596;"A";
"2019";;"BS";"Ind_14_07";"UM_2";0.367651176;"A";
"2019";;"BS";"Ind_14_08";"UM_2";;"M";
"2019";;"BS";"Ind_14_09";"UM_2";17.69503242;"A";
"2019";;"BS";"Ind_14_10";"UM_2";0.282176943;"A";
"2019";;"BS";"Ind_15_01";"UM_15";109.0231355;"A";
"2019";;"BS";"Ind_15_02";"UM_15";18.20132877;"A";
"2019";;"BS";"Ind_15_03";"UM_15";17.37469579;"A";
"2019";;"BL";"Ind_01_01";"UM_1";289.468;"A";
"2010/2019";;"BL";"Ind_01_02";"UM_2";5.489715893;"A";
"2019";;"BL";"Ind_01_03";"UM_3";559.1747638;"A";
"2019";;"BL";"Ind_01_04";"UM_2";19.15859439;"A";
"2019";;"BL";"Ind_01_05";"UM_2";58.66278829;"A";
"2019";;"BL";"Ind_01_06";"UM_2";22.17861733;"A";
"2019";;"BL";"Ind_01_07";"UM_2";97.63186259;"A";
"2019";;"BL";"Ind_01_08";"UM_2";23.09512623;"A";
"2019";;"BL";"Ind_01_09";"UM_4";4.400969529;"A";
"2019";;"BL";"Ind_01_10";"UM_4";1.772853186;"A";
"2019";;"BL";"Ind_01_11";"UM_4";8.805401662;"A";
"2019";;"BL";"Ind_01_12";"UM_4";8.590720222;"A";
"2019";;"BL";"Ind_01_13";"UM_5";128.744;"A";
"2019";;"BL";"Ind_01_14";"UM_6";2.215551793;"A";
"2019";;"BL";"Ind_02_01";"UM_2";86.17525904;"A";
"2019";;"BL";"Ind_02_02";"UM_2";3.248169337;"A";
"2019";;"BL";"Ind_02_03";"UM_2";5.515604273;"A";
"2019";;"BL";"Ind_02_04";"UM_2";0.10837281;"U";
"2019";;"BL";"Ind_02_05";"UM_2";6.70127438;"A";
"2019";;"BL";"Ind_03_01";"UM_2";26.22766345;"A";
"2019";;"BL";"Ind_03_02";"UM_2";27.63839321;"A";
"2019";;"BL";"Ind_03_03";"UM_2";32.4628015;"A";
"2004/2009";;"BL";"Ind_04_01";"UM_7";517.74;"A";
"2004/2009";;"BL";"Ind_04_02";"UM_2";17.43152934;"A";
"1979/1985";"2004/2009";"BL";"Ind_04_03";"UM_2";17.42355237;"A";
"2004/2009";;"BL";"Ind_04_04";"UM_2";40.50681809;"A";
"1979/1985";"2004/2009";"BL";"Ind_04_05";"UM_2";-5.672769805;"A";
"2004/2009";;"BL";"Ind_04_06";"UM_2";41.33155638;"A";
"2004/2009";;"BL";"Ind_04_07";"UM_2";0.730096187;"A";
"2019";;"BL";"Ind_05_01";"UM_2";77.6;"A";
"2020";;"BL";"Ind_05_02";"UM_2";2.5;"A";
"2018";;"BL";"Ind_06_01";"UM_8";73549.85891;"A";"P"
"2017/2018";;"BL";"Ind_06_02";"UM_2";0.73542068;"A";"P"
"2018";;"BL";"Ind_06_03";"UM_5";150.816;"A";
"2018";;"BL";"Ind_06_04";"UM_5";3.115;"A";
"2018";;"BL";"Ind_06_05";"UM_5";39.988;"A";
"2018";;"BL";"Ind_06_06";"UM_5";107.713;"A";
"2018";;"BL";"Ind_06_07";"UM_9";19664;"A";
"2018";;"BL";"Ind_06_08";"UM_9";980;"A";
"2018";;"BL";"Ind_06_09";"UM_9";3158;"A";
"2018";;"BL";"Ind_06_10";"UM_9";15526;"A";
"2019";;"BL";"Ind_07_01";"UM_2";18.00686469;"A";
"2019";;"BL";"Ind_07_02";"UM_10";23.61126913;"A";
"2020";;"BL";"Ind_08_01";"UM_2";1.135382217;"A";
"2019";;"BL";"Ind_08_02";"UM_2";44.1;"A";
"2019";;"BL";"Ind_08_03";"UM_11";47.9;"A";
"2018";;"BL";"Ind_08_04";"UM_12";4.630290952;"A";
"2019";;"BL";"Ind_09_01";"UM_5";145.582;"A";
"2019";;"BL";"Ind_09_02";"UM_5";283.106;"A";
"2019";;"BL";"Ind_10_01";"UM_12";518.036872;"A";
"2019";;"BL";"Ind_10_02";"UM_2";38.31307315;"A";
"2019";;"BL";"Ind_10_03";"UM_2";45.26107201;"A";
"2019";;"BL";"Ind_11_01";"UM_2";3.02223;"A";
"2019";;"BL";"Ind_12_01";"UM_13";246;"A";
"2019";;"BL";"Ind_12_02";"UM_12";3.4;"A";
"2019";;"BL";"Ind_12_03";"UM_12";170.5;"A";
"2019";;"BL";"Ind_12_04";"UM_14";5;"A";
"2019";;"BL";"Ind_13_01";"UM_2";16.52681792;"A";
"2019";;"BL";"Ind_13_02";"UM_2";49.56137289;"A";
"2019";;"BL";"Ind_13_03";"UM_2";33.9113438;"A";
"2019";;"BL";"Ind_13_04";"UM_2";33.98;"A";
"2019";;"BL";"Ind_14_01";"UM_2";16.5194847;"A";
"2019";;"BL";"Ind_14_02";"UM_2";8.488285778;"A";
"2019";;"BL";"Ind_14_03";"UM_2";21.79554688;"A";
"2019";;"BL";"Ind_14_04";"UM_2";25.14782189;"A";
"2019";;"BL";"Ind_14_05";"UM_2";3.49671446;"A";
"2019";;"BL";"Ind_14_06";"UM_2";5.257595869;"A";
"2019";;"BL";"Ind_14_07";"UM_2";1.182940787;"A";
"2019";;"BL";"Ind_14_08";"UM_2";;"M";
"2019";;"BL";"Ind_14_09";"UM_2";17.99569241;"A";
"2019";;"BL";"Ind_14_10";"UM_2";;"M";
"2019";;"BL";"Ind_15_01";"UM_15";36.23686366;"A";
"2019";;"BL";"Ind_15_02";"UM_15";2.939624894;"A";
"2019";;"BL";"Ind_15_03";"UM_15";0.461593992;"A";
"2019";;"SH";"Ind_01_01";"UM_1";82.348;"A";
"2010/2019";;"SH";"Ind_01_02";"UM_2";7.847451412;"A";
"2019";;"SH";"Ind_01_03";"UM_3";276.187282;"A";
"2019";;"SH";"Ind_01_04";"UM_2";18.70476514;"A";
"2019";;"SH";"Ind_01_05";"UM_2";59.86909215;"A";
"2019";;"SH";"Ind_01_06";"UM_2";21.42614271;"A";
"2019";;"SH";"Ind_01_07";"UM_2";89.74352747;"A";
"2019";;"SH";"Ind_01_08";"UM_2";26.05649196;"A";
"2019";;"SH";"Ind_01_09";"UM_4";4.904496194;"A";
"2019";;"SH";"Ind_01_10";"UM_4";1.983704416;"A";
"2019";;"SH";"Ind_01_11";"UM_4";8.811055197;"A";
"2019";;"SH";"Ind_01_12";"UM_4";9.845502285;"A";
"2019";;"SH";"Ind_01_13";"UM_5";37.719;"A";
"2019";;"SH";"Ind_01_14";"UM_6";2.145046263;"A";
"2019";;"SH";"Ind_02_01";"UM_2";86.79645252;"A";
"2019";;"SH";"Ind_02_02";"UM_2";1.767971736;"U";
"2019";;"SH";"Ind_02_03";"UM_2";3.87627082;"A";
"2019";;"SH";"Ind_02_04";"UM_2";;"Q";
"2019";;"SH";"Ind_02_05";"UM_2";5.192876199;"A";
"2019";;"SH";"Ind_03_01";"UM_2";21.06280193;"A";
"2019";;"SH";"Ind_03_02";"UM_2";32.5675968;"A";
"2019";;"SH";"Ind_03_03";"UM_2";28.71439902;"A";
"2004/2009";;"SH";"Ind_04_01";"UM_7";298.43;"A";
"2004/2009";;"SH";"Ind_04_02";"UM_2";11.40300908;"A";
"1979/1985";"2004/2009";"SH";"Ind_04_03";"UM_2";14.50690003;"A";
"2004/2009";;"SH";"Ind_04_04";"UM_2";43.88968937;"A";
"1979/1985";"2004/2009";"SH";"Ind_04_05";"UM_2";-3.888481291;"A";
"2004/2009";;"SH";"Ind_04_06";"UM_2";43.35690112;"A";
"2004/2009";;"SH";"Ind_04_07";"UM_2";1.350400429;"A";
"2019";;"SH";"Ind_05_01";"UM_2";79.9;"A";
"2020";;"SH";"Ind_05_02";"UM_2";3.6;"A";
"2018";;"SH";"Ind_06_01";"UM_8";91378.51408;"A";"P"
"2017/2018";;"SH";"Ind_06_02";"UM_2";4.15366081;"A";"P"
"2018";;"SH";"Ind_06_03";"UM_5";46.586;"A";
"2018";;"SH";"Ind_06_04";"UM_5";1.882;"A";
"2018";;"SH";"Ind_06_05";"UM_5";13.095;"A";
"2018";;"SH";"Ind_06_06";"UM_5";31.609;"A";
"2018";;"SH";"Ind_06_07";"UM_9";6529;"A";
"2018";;"SH";"Ind_06_08";"UM_9";579;"A";
"2018";;"SH";"Ind_06_09";"UM_9";937;"A";
"2018";;"SH";"Ind_06_10";"UM_9";5013;"A";
"2019";;"SH";"Ind_07_01";"UM_2";6.495735011;"A";
"2019";;"SH";"Ind_07_02";"UM_10";29.72339532;"A";
"2020";;"SH";"Ind_08_01";"UM_2";2.029154519;"A";
"2019";;"SH";"Ind_08_02";"UM_2";41.6;"A";
"2019";;"SH";"Ind_08_03";"UM_11";51.2;"A";
"2018";;"SH";"Ind_08_04";"UM_12";3.724600804;"A";
"2019";;"SH";"Ind_09_01";"UM_5";90.24;"A";
"2019";;"SH";"Ind_09_02";"UM_5";148.298;"A";
"2019";;"SH";"Ind_10_01";"UM_12";562.0738862;"A";
"2019";;"SH";"Ind_10_02";"UM_2";30.34300792;"A";
"2019";;"SH";"Ind_10_03";"UM_2";54.75533701;"A";
"2019";;"SH";"Ind_11_01";"UM_2";2.71371;"A";
"2019";;"SH";"Ind_12_01";"UM_13";187;"A";
"2019";;"SH";"Ind_12_02";"UM_12";3.6;"A";
"2019";;"SH";"Ind_12_03";"UM_12";146.2;"A";
"2019";;"SH";"Ind_12_04";"UM_14";5.3;"A";
"2019";;"SH";"Ind_13_01";"UM_2";17.62605833;"A";
"2019";;"SH";"Ind_13_02";"UM_2";52.51789136;"A";
"2019";;"SH";"Ind_13_03";"UM_2";29.85605031;"A";
"2019";;"SH";"Ind_13_04";"UM_2";27.71;"A";
"2019";;"SH";"Ind_14_01";"UM_2";11.03476753;"A";
"2019";;"SH";"Ind_14_02";"UM_2";2.142208275;"A";
"2019";;"SH";"Ind_14_03";"UM_2";26.15575192;"A";
"2019";;"SH";"Ind_14_04";"UM_2";39.45164754;"A";
"2019";;"SH";"Ind_14_05";"UM_2";1.879593691;"A";
"2019";;"SH";"Ind_14_06";"UM_2";5.949293914;"A";
"2019";;"SH";"Ind_14_07";"UM_2";;"M";
"2019";;"SH";"Ind_14_08";"UM_2";;"M";
"2019";;"SH";"Ind_14_09";"UM_2";6.829630853;"A";
"2019";;"SH";"Ind_14_10";"UM_2";3.4;"A";
"2019";;"SH";"Ind_15_01";"UM_15";41.9314315;"A";
"2019";;"SH";"Ind_15_02";"UM_15";8.574111793;"A";
"2019";;"SH";"Ind_15_03";"UM_15";4.793209011;"A";
"2019";;"AR";"Ind_01_01";"UM_1";55.445;"A";
"2010/2019";;"AR";"Ind_01_02";"UM_2";4.579663127;"A";
"2019";;"AR";"Ind_01_03";"UM_3";228.3190578;"A";
"2019";;"AR";"Ind_01_04";"UM_2";20.19659122;"A";
"2019";;"AR";"Ind_01_05";"UM_2";59.87014158;"A";
"2019";;"AR";"Ind_01_06";"UM_2";19.9332672;"A";
"2019";;"AR";"Ind_01_07";"UM_2";76.60925241;"A";
"2019";;"AR";"Ind_01_08";"UM_2";16.45955451;"A";
"2019";;"AR";"Ind_01_09";"UM_4";4.987395983;"A";
"2019";;"AR";"Ind_01_10";"UM_4";2.005800558;"A";
"2019";;"AR";"Ind_01_11";"UM_4";10.08321362;"A";
"2019";;"AR";"Ind_01_12";"UM_4";8.746013246;"A";
"2019";;"AR";"Ind_01_13";"UM_5";24.008;"A";
"2019";;"AR";"Ind_01_14";"UM_6";2.271159614;"A";
"2019";;"AR";"Ind_02_01";"UM_2";90.78998912;"A";
"2019";;"AR";"Ind_02_02";"UM_2";1.116697127;"U";
"2019";;"AR";"Ind_02_03";"UM_2";2.254624592;"U";
"2019";;"AR";"Ind_02_04";"UM_2";;"Q";
"2019";;"AR";"Ind_02_05";"UM_2";4.646354733;"A";
"2019";;"AR";"Ind_03_01";"UM_2";27.74755169;"A";
"2019";;"AR";"Ind_03_02";"UM_2";37.61915125;"A";
"2019";;"AR";"Ind_03_03";"UM_2";21.72361262;"A";
"2004/2009";;"AR";"Ind_04_01";"UM_7";242.92;"A";
"2004/2009";;"AR";"Ind_04_02";"UM_2";9.184093529;"A";
"1979/1985";"2004/2009";"AR";"Ind_04_03";"UM_2";21.91256831;"A";
"2004/2009";;"AR";"Ind_04_04";"UM_2";54.79170097;"A";
"1979/1985";"2004/2009";"AR";"Ind_04_05";"UM_2";-2.839001606;"A";
"2004/2009";;"AR";"Ind_04_06";"UM_2";34.50107031;"A";
"2004/2009";;"AR";"Ind_04_07";"UM_2";1.523135189;"A";
"2019";;"AR";"Ind_05_01";"UM_2";80.6;"A";
"2020";;"AR";"Ind_05_02";"UM_2";2.1;"A";
"2018";;"AR";"Ind_06_01";"UM_8";58807.11516;"A";"P"
"2017/2018";;"AR";"Ind_06_02";"UM_2";2.91916892;"A";"P"
"2018";;"AR";"Ind_06_03";"UM_5";27.307;"A";
"2018";;"AR";"Ind_06_04";"UM_5";1.696;"A";
"2018";;"AR";"Ind_06_05";"UM_5";7.742;"A";
"2018";;"AR";"Ind_06_06";"UM_5";17.869;"A";
"2018";;"AR";"Ind_06_07";"UM_9";5096;"A";
"2018";;"AR";"Ind_06_08";"UM_9";729;"A";
"2018";;"AR";"Ind_06_09";"UM_9";825;"A";
"2018";;"AR";"Ind_06_10";"UM_9";3542;"A";
"2019";;"AR";"Ind_07_01";"UM_2";23.94426322;"A";
"2019";;"AR";"Ind_07_02";"UM_10";17.20105826;"A";
"2020";;"AR";"Ind_08_01";"UM_2";1.644602156;"A";
"2019";;"AR";"Ind_08_02";"UM_2";46.7;"A";
"2019";;"AR";"Ind_08_03";"UM_11";51.1;"A";
"2018";;"AR";"Ind_08_04";"UM_12";4.494544927;"A";
"2019";;"AR";"Ind_09_01";"UM_5";65.324;"A";
"2019";;"AR";"Ind_09_02";"UM_5";111.803;"A";
"2019";;"AR";"Ind_10_01";"UM_12";579.4981352;"A";
"2019";;"AR";"Ind_10_02";"UM_2";21.17197342;"A";
"2019";;"AR";"Ind_10_03";"UM_2";62.78180791;"A";
"2019";;"AR";"Ind_11_01";"UM_2";2.33371;"A";
"2019";;"AR";"Ind_12_01";"UM_13";177;"A";
"2019";;"AR";"Ind_12_02";"UM_12";9.1;"A";
"2019";;"AR";"Ind_12_03";"UM_12";165.5;"A";
"2019";;"AR";"Ind_12_04";"UM_14";4.3;"A";
"2019";;"AR";"Ind_13_01";"UM_2";17.92490315;"A";
"2019";;"AR";"Ind_13_02";"UM_2";50.35015397;"A";
"2019";;"AR";"Ind_13_03";"UM_2";31.72494288;"A";
"2019";;"AR";"Ind_13_04";"UM_2";29.87;"A";
"2019";;"AR";"Ind_14_01";"UM_2";48.43689942;"A";
"2019";;"AR";"Ind_14_02";"UM_2";;"M";
"2019";;"AR";"Ind_14_03";"UM_2";;"M";
"2019";;"AR";"Ind_14_04";"UM_2";49.45547726;"A";
"2019";;"AR";"Ind_14_05";"UM_2";;"M";
"2019";;"AR";"Ind_14_06";"UM_2";;"M";
"2019";;"AR";"Ind_14_07";"UM_2";;"M";
"2019";;"AR";"Ind_14_08";"UM_2";;"M";
"2019";;"AR";"Ind_14_09";"UM_2";;"M";
"2019";;"AR";"Ind_14_10";"UM_2";;"M";
"2019";;"AR";"Ind_15_01";"UM_15";32.19031756;"A";
"2019";;"AR";"Ind_15_02";"UM_15";3.729586849;"A";
"2019";;"AR";"Ind_15_03";"UM_15";1.01386827;"A";
"2019";;"AI";"Ind_01_01";"UM_1";16.128;"A";
"2010/2019";;"AI";"Ind_01_02";"UM_2";2.804691484;"A";
"2019";;"AI";"Ind_01_03";"UM_3";93.50649351;"A";
"2019";;"AI";"Ind_01_04";"UM_2";21.11235119;"A";
"2019";;"AI";"Ind_01_05";"UM_2";59.31299603;"A";
"2019";;"AI";"Ind_01_06";"UM_2";19.57465278;"A";
"2019";;"AI";"Ind_01_07";"UM_2";0;"A";
"2019";;"AI";"Ind_01_08";"UM_2";11.25992063;"A";
"2019";;"AI";"Ind_01_09";"UM_4";4.895733276;"A";
"2019";;"AI";"Ind_01_10";"UM_4";0.991540917;"A";
"2019";;"AI";"Ind_01_11";"UM_4";10.78300747;"A";
"2019";;"AI";"Ind_01_12";"UM_4";8.304155176;"A";
"2019";;"AI";"Ind_01_13";"UM_5";6.508;"A";
"2019";;"AI";"Ind_01_14";"UM_6";2.430393362;"A";
"2019";;"AI";"Ind_02_01";"UM_2";94.90580256;"A";
"2019";;"AI";"Ind_02_02";"UM_2";;"Q";
"2019";;"AI";"Ind_02_03";"UM_2";1.542331047;"U";
"2019";;"AI";"Ind_02_04";"UM_2";;"Q";
"2019";;"AI";"Ind_02_05";"UM_2";3.263286285;"U";
"2019";;"AI";"Ind_03_01";"UM_2";73.97136398;"A";
"2019";;"AI";"Ind_03_02";"UM_2";9.216277317;"U";
"2019";;"AI";"Ind_03_03";"UM_2";10.92690279;"U";
"2004/2009";;"AI";"Ind_04_01";"UM_7";172.39;"A";
"2004/2009";;"AI";"Ind_04_02";"UM_2";4.716050815;"A";
"1979/1985";"2004/2009";"AI";"Ind_04_03";"UM_2";39.55479452;"A";
"2004/2009";;"AI";"Ind_04_04";"UM_2";53.72121353;"A";
"1979/1985";"2004/2009";"AI";"Ind_04_05";"UM_2";-2.729658793;"A";
"2004/2009";;"AI";"Ind_04_06";"UM_2";31.95080921;"A";
"2004/2009";;"AI";"Ind_04_07";"UM_2";9.611926446;"A";
"2019";;"AI";"Ind_05_01";"UM_2";79.9;"A";
"2020";;"AI";"Ind_05_02";"UM_2";1.1;"A";
"2018";;"AI";"Ind_06_01";"UM_8";64868.07176;"A";"P"
"2017/2018";;"AI";"Ind_06_02";"UM_2";2.68760453;"A";"P"
"2018";;"AI";"Ind_06_03";"UM_5";8.997;"A";
"2018";;"AI";"Ind_06_04";"UM_5";1.039;"A";
"2018";;"AI";"Ind_06_05";"UM_5";2.822;"A";
"2018";;"AI";"Ind_06_06";"UM_5";5.136;"A";
"2018";;"AI";"Ind_06_07";"UM_9";1864;"A";
"2018";;"AI";"Ind_06_08";"UM_9";478;"A";
