"PERIOD_REF";"PERIOD_COMP";"REGION";"INDICATORS";"UNIT_MES";"VALUE";"STATUS";"STATUS_1"
"2019";;"VD";"Ind_01_09";"UM_4";3.923345777;"A";
"2019";;"VD";"Ind_01_10";"UM_4";2.129353221;"A";
"2019";;"VD";"Ind_01_11";"UM_4";10.7302946;"A";
"2019";;"VD";"Ind_01_12";"UM_4";6.799468659;"A";
"2019";;"VD";"Ind_01_13";"UM_5";354.496;"A";
"2019";;"VD";"Ind_01_14";"UM_6";2.22606461;"A";
"2019";;"VD";"Ind_02_01";"UM_2";5.491711228;"A";
"2019";;"VD";"Ind_02_02";"UM_2";82.57014338;"A";
"2019";;"VD";"Ind_02_03";"UM_2";4.980415549;"A";
"2019";;"VD";"Ind_02_04";"UM_2";0.047224838;"U";
"2019";;"VD";"Ind_02_05";"UM_2";8.912674959;"A";
"2019";;"VD";"Ind_03_01";"UM_2";27.74631213;"A";
"2019";;"VD";"Ind_03_02";"UM_2";21.40563703;"A";
"2019";;"VD";"Ind_03_03";"UM_2";36.37412235;"A";
"2004/2009";;"VD";"Ind_04_01";"UM_7";3212.21;"A";
"2004/2009";;"VD";"Ind_04_02";"UM_2";9.320997071;"A";
"1979/1985";"2004/2009";"VD";"Ind_04_03";"UM_2";24.77809726;"A";
"2004/2009";;"VD";"Ind_04_04";"UM_2";42.40787495;"A";
"1979/1985";"2004/2009";"VD";"Ind_04_05";"UM_2";-5.10174935;"A";
"2004/2009";;"VD";"Ind_04_06";"UM_2";32.13706451;"A";
"2004/2009";;"VD";"Ind_04_07";"UM_2";16.13406346;"A";
"2019";;"VD";"Ind_05_01";"UM_2";76.5;"A";
"2020";;"VD";"Ind_05_02";"UM_2";4.5;"A";
"2018";;"VD";"Ind_06_01";"UM_8";74060.08303;"A";"P"
"2017/2018";;"VD";"Ind_06_02";"UM_2";4.94584748;"A";"P"
"2018";;"VD";"Ind_06_03";"UM_5";453.467;"A";
"2018";;"VD";"Ind_06_04";"UM_5";13.423;"A";
"2018";;"VD";"Ind_06_05";"UM_5";74.113;"A";
"2018";;"VD";"Ind_06_06";"UM_5";365.931;"A";
"2018";;"VD";"Ind_06_07";"UM_9";61228;"A";
"2018";;"VD";"Ind_06_08";"UM_9";3913;"A";
"2018";;"VD";"Ind_06_09";"UM_9";8186;"A";
"2018";;"VD";"Ind_06_10";"UM_9";49129;"A";
"2019";;"VD";"Ind_07_01";"UM_2";10.57341375;"A";
"2019";;"VD";"Ind_07_02";"UM_10";30.00756154;"A";
"2020";;"VD";"Ind_08_01";"UM_2";1.369135708;"A";
"2019";;"VD";"Ind_08_02";"UM_2";29.8;"A";
"2019";;"VD";"Ind_08_03";"UM_11";43;"A";
"2018";;"VD";"Ind_08_04";"UM_12";6.503355696;"A";
"2019";;"VD";"Ind_09_01";"UM_5";1492.314;"A";
"2019";;"VD";"Ind_09_02";"UM_5";2959.356;"A";
"2019";;"VD";"Ind_10_01";"UM_12";521.7338531;"A";
"2019";;"VD";"Ind_10_02";"UM_2";32.90301959;"A";
"2019";;"VD";"Ind_10_03";"UM_2";54.47426272;"A";
"2019";;"VD";"Ind_11_01";"UM_2";4.4938;"A";
"2019";;"VD";"Ind_12_01";"UM_13";247;"A";
"2019";;"VD";"Ind_12_02";"UM_12";4.6;"A";
"2019";;"VD";"Ind_12_03";"UM_12";126.7;"A";
"2019";;"VD";"Ind_12_04";"UM_14";5.7;"A";
"2019";;"VD";"Ind_13_01";"UM_2";22.90002963;"A";
"2019";;"VD";"Ind_13_02";"UM_2";37.3906541;"A";
"2019";;"VD";"Ind_13_03";"UM_2";39.70931627;"A";
"2019";;"VD";"Ind_13_04";"UM_2";28.34;"A";
"2019";;"VD";"Ind_14_01";"UM_2";23.33975196;"A";
"2019";;"VD";"Ind_14_02";"UM_2";2.425096478;"A";
"2019";;"VD";"Ind_14_03";"UM_2";20.38770536;"A";
"2019";;"VD";"Ind_14_04";"UM_2";17.37868402;"A";
"2019";;"VD";"Ind_14_05";"UM_2";1.300073599;"A";
"2019";;"VD";"Ind_14_06";"UM_2";8.372753395;"A";
"2019";;"VD";"Ind_14_07";"UM_2";0.376039244;"A";
"2019";;"VD";"Ind_14_08";"UM_2";4.068433365;"A";
"2019";;"VD";"Ind_14_09";"UM_2";19.67759896;"A";
"2019";;"VD";"Ind_14_10";"UM_2";0.403892911;"A";
"2019";;"VD";"Ind_15_01";"UM_15";57.31750809;"A";
"2019";;"VD";"Ind_15_02";"UM_15";9.342484781;"A";
"2019";;"VD";"Ind_15_03";"UM_15";4.079359816;"A";
"2019";;"VS";"Ind_01_01";"UM_1";345.525;"A";
"2010/2019";;"VS";"Ind_01_02";"UM_2";10.50293587;"A";
"2019";;"VS";"Ind_01_03";"UM_3";66.27009776;"A";
"2019";;"VS";"Ind_01_04";"UM_2";19.61739382;"A";
"2019";;"VS";"Ind_01_05";"UM_2";60.46074814;"A";
"2019";;"VS";"Ind_01_06";"UM_2";19.92185804;"A";
"2019";;"VS";"Ind_01_07";"UM_2";78.89877722;"A";
"2019";;"VS";"Ind_01_08";"UM_2";22.58071051;"A";
"2019";;"VS";"Ind_01_09";"UM_4";4.246678656;"A";
"2019";;"VS";"Ind_01_10";"UM_4";2.062423856;"A";
"2019";;"VS";"Ind_01_11";"UM_4";9.102512038;"A";
"2019";;"VS";"Ind_01_12";"UM_4";8.406335209;"A";
"2019";;"VS";"Ind_01_13";"UM_5";152.632;"A";
"2019";;"VS";"Ind_01_14";"UM_6";2.22027491;"A";
"2019";;"VS";"Ind_02_01";"UM_2";24.58508343;"A";
"2019";;"VS";"Ind_02_02";"UM_2";67.83924818;"A";
"2019";;"VS";"Ind_02_03";"UM_2";4.571094175;"A";
"2019";;"VS";"Ind_02_04";"UM_2";;"Q";
"2019";;"VS";"Ind_02_05";"UM_2";3.849123767;"A";
"2019";;"VS";"Ind_03_01";"UM_2";68.89917692;"A";
"2019";;"VS";"Ind_03_02";"UM_2";5.590509465;"A";
"2019";;"VS";"Ind_03_03";"UM_2";17.84253773;"A";
"2004/2009";;"VS";"Ind_04_01";"UM_7";5224.77;"A";
"2004/2009";;"VS";"Ind_04_02";"UM_2";3.533744069;"A";
"1979/1985";"2004/2009";"VS";"Ind_04_03";"UM_2";34.62884643;"A";
"2004/2009";;"VS";"Ind_04_04";"UM_2";18.98724729;"A";
"1979/1985";"2004/2009";"VS";"Ind_04_05";"UM_2";-10.54994996;"A";
"2004/2009";;"VS";"Ind_04_06";"UM_2";23.97636642;"A";
"2004/2009";;"VS";"Ind_04_07";"UM_2";53.50264222;"A";
"2019";;"VS";"Ind_05_01";"UM_2";77.7;"A";
"2020";;"VS";"Ind_05_02";"UM_2";3.7;"A";
"2018";;"VS";"Ind_06_01";"UM_8";56627.28938;"A";"P"
"2017/2018";;"VS";"Ind_06_02";"UM_2";4.16160702;"A";"P"
"2018";;"VS";"Ind_06_03";"UM_5";180.185;"A";
"2018";;"VS";"Ind_06_04";"UM_5";10.218;"A";
"2018";;"VS";"Ind_06_05";"UM_5";38.189;"A";
"2018";;"VS";"Ind_06_06";"UM_5";131.778;"A";
"2018";;"VS";"Ind_06_07";"UM_9";29392;"A";
"2018";;"VS";"Ind_06_08";"UM_9";2916;"A";
"2018";;"VS";"Ind_06_09";"UM_9";4453;"A";
"2018";;"VS";"Ind_06_10";"UM_9";22023;"A";
"2019";;"VS";"Ind_07_01";"UM_2";21.23878413;"A";
"2019";;"VS";"Ind_07_02";"UM_10";13.54858616;"A";
"2020";;"VS";"Ind_08_01";"UM_2";2.404387979;"A";
"2019";;"VS";"Ind_08_02";"UM_2";54.5;"A";
"2019";;"VS";"Ind_08_03";"UM_11";46.1;"A";
"2018";;"VS";"Ind_08_04";"UM_12";9.043439553;"A";
"2019";;"VS";"Ind_09_01";"UM_5";1845.418;"A";
"2019";;"VS";"Ind_09_02";"UM_5";4259.95;"A";
"2019";;"VS";"Ind_10_01";"UM_12";643.9679609;"A";
"2019";;"VS";"Ind_10_02";"UM_2";13.42451016;"A";
"2019";;"VS";"Ind_10_03";"UM_2";67.87269632;"A";
"2019";;"VS";"Ind_11_01";"UM_2";1.82669;"A";
"2019";;"VS";"Ind_12_01";"UM_13";184;"A";
"2019";;"VS";"Ind_12_02";"UM_12";3.9;"A";
"2019";;"VS";"Ind_12_03";"UM_12";139.4;"A";
"2019";;"VS";"Ind_12_04";"UM_14";5.9;"A";
"2019";;"VS";"Ind_13_01";"UM_2";26.33866254;"A";
"2019";;"VS";"Ind_13_02";"UM_2";46.04579984;"A";
"2019";;"VS";"Ind_13_03";"UM_2";27.61514218;"A";
"2019";;"VS";"Ind_13_04";"UM_2";28.92;"A";
"2019";;"VS";"Ind_14_01";"UM_2";16.48100197;"A";
"2019";;"VS";"Ind_14_02";"UM_2";34.78442603;"A";
"2019";;"VS";"Ind_14_03";"UM_2";15.06670639;"A";
"2019";;"VS";"Ind_14_04";"UM_2";19.77591625;"A";
"2019";;"VS";"Ind_14_05";"UM_2";1.030498026;"A";
"2019";;"VS";"Ind_14_06";"UM_2";0.796211111;"A";
"2019";;"VS";"Ind_14_07";"UM_2";;"M";
"2019";;"VS";"Ind_14_08";"UM_2";;"M";
"2019";;"VS";"Ind_14_09";"UM_2";10.58835382;"A";
"2019";;"VS";"Ind_14_10";"UM_2";;"M";
"2019";;"VS";"Ind_15_01";"UM_15";34.22250004;"A";
"2019";;"VS";"Ind_15_02";"UM_15";10.55661351;"A";
"2019";;"VS";"Ind_15_03";"UM_15";2.168888372;"A";
"2019";;"NE";"Ind_01_01";"UM_1";176.496;"A";
"2010/2019";;"NE";"Ind_01_02";"UM_2";2.563268152;"A";
"2019";;"NE";"Ind_01_03";"UM_3";246.2551624;"A";
"2019";;"NE";"Ind_01_04";"UM_2";20.95741547;"A";
"2019";;"NE";"Ind_01_05";"UM_2";59.79002357;"A";
"2019";;"NE";"Ind_01_06";"UM_2";19.25256096;"A";
"2019";;"NE";"Ind_01_07";"UM_2";87.84278397;"A";
"2019";;"NE";"Ind_01_08";"UM_2";25.26006255;"A";
"2019";;"NE";"Ind_01_09";"UM_4";3.594210774;"A";
"2019";;"NE";"Ind_01_10";"UM_4";2.218788383;"A";
"2019";;"NE";"Ind_01_11";"UM_4";9.452491326;"A";
"2019";;"NE";"Ind_01_12";"UM_4";8.971376498;"A";
"2019";;"NE";"Ind_01_13";"UM_5";81.535;"A";
"2019";;"NE";"Ind_01_14";"UM_6";2.128435641;"A";
"2019";;"NE";"Ind_02_01";"UM_2";4.717290358;"A";
"2019";;"NE";"Ind_02_02";"UM_2";87.71851953;"A";
"2019";;"NE";"Ind_02_03";"UM_2";5.680142038;"A";
"2019";;"NE";"Ind_02_04";"UM_2";;"Q";
"2019";;"NE";"Ind_02_05";"UM_2";4.624419557;"A";
"2019";;"NE";"Ind_03_01";"UM_2";19.6981699;"A";
"2019";;"NE";"Ind_03_02";"UM_2";19.19352636;"A";
"2019";;"NE";"Ind_03_03";"UM_2";48.77219339;"A";
"2004/2009";;"NE";"Ind_04_01";"UM_7";802.26;"A";
"2004/2009";;"NE";"Ind_04_02";"UM_2";8.352653753;"A";
"1979/1985";"2004/2009";"NE";"Ind_04_03";"UM_2";18.4131472;"A";
"2004/2009";;"NE";"Ind_04_04";"UM_2";41.69471244;"A";
"1979/1985";"2004/2009";"NE";"Ind_04_05";"UM_2";-2.458227627;"A";
"2004/2009";;"NE";"Ind_04_06";"UM_2";38.4787974;"A";
"2004/2009";;"NE";"Ind_04_07";"UM_2";11.47383641;"A";
"2019";;"NE";"Ind_05_01";"UM_2";76.2;"A";
"2020";;"NE";"Ind_05_02";"UM_2";4.6;"A";
"2018";;"NE";"Ind_06_01";"UM_8";93276.99261;"A";"P"
"2017/2018";;"NE";"Ind_06_02";"UM_2";5.05268748;"A";"P"
"2018";;"NE";"Ind_06_03";"UM_5";107.5;"A";
"2018";;"NE";"Ind_06_04";"UM_5";2.434;"A";
"2018";;"NE";"Ind_06_05";"UM_5";35.341;"A";
"2018";;"NE";"Ind_06_06";"UM_5";69.725;"A";
"2018";;"NE";"Ind_06_07";"UM_9";13643;"A";
"2018";;"NE";"Ind_06_08";"UM_9";868;"A";
"2018";;"NE";"Ind_06_09";"UM_9";2402;"A";
"2018";;"NE";"Ind_06_10";"UM_9";10373;"A";
"2019";;"NE";"Ind_07_01";"UM_2";9.679762106;"A";
"2019";;"NE";"Ind_07_02";"UM_10";40.47130219;"A";
"2020";;"NE";"Ind_08_01";"UM_2";2.352672453;"A";
"2019";;"NE";"Ind_08_02";"UM_2";30.3;"A";
"2019";;"NE";"Ind_08_03";"UM_11";45.1;"A";
"2018";;"NE";"Ind_08_04";"UM_12";2.938796611;"A";
"2019";;"NE";"Ind_09_01";"UM_5";133.079;"A";
"2019";;"NE";"Ind_09_02";"UM_5";230.001;"A";
"2019";;"NE";"Ind_10_01";"UM_12";547.0172463;"A";
"2019";;"NE";"Ind_10_02";"UM_2";27.86814431;"A";
"2019";;"NE";"Ind_10_03";"UM_2";59.13099175;"A";
"2019";;"NE";"Ind_11_01";"UM_2";7.03534;"A";
"2019";;"NE";"Ind_12_01";"UM_13";245;"A";
"2019";;"NE";"Ind_12_02";"UM_12";3.3;"A";
"2019";;"NE";"Ind_12_03";"UM_12";137.5;"A";
"2019";;"NE";"Ind_12_04";"UM_14";5;"A";
"2019";;"NE";"Ind_13_01";"UM_2";25.86092138;"A";
"2019";;"NE";"Ind_13_02";"UM_2";42.1736581;"A";
"2019";;"NE";"Ind_13_03";"UM_2";31.96542052;"A";
"2019";;"NE";"Ind_13_04";"UM_2";31.45;"A";
"2019";;"NE";"Ind_14_01";"UM_2";22.34883388;"A";
"2019";;"NE";"Ind_14_02";"UM_2";4.172843039;"A";
"2019";;"NE";"Ind_14_03";"UM_2";16.63413936;"A";
"2019";;"NE";"Ind_14_04";"UM_2";12.65874946;"A";
"2019";;"NE";"Ind_14_05";"UM_2";;"M";
"2019";;"NE";"Ind_14_06";"UM_2";9.067391615;"A";
"2019";;"NE";"Ind_14_07";"UM_2";;"M";
"2019";;"NE";"Ind_14_08";"UM_2";14.123909;"A";
"2019";;"NE";"Ind_14_09";"UM_2";20.80812706;"A";
"2019";;"NE";"Ind_14_10";"UM_2";;"M";
"2019";;"NE";"Ind_15_01";"UM_15";64.26350014;"A";
"2019";;"NE";"Ind_15_02";"UM_15";9.420412779;"A";
"2019";;"NE";"Ind_15_03";"UM_15";3.121289228;"A";
"2019";;"GE";"Ind_01_01";"UM_1";504.128;"A";
"2010/2019";;"GE";"Ind_01_02";"UM_2";10.14015272;"A";
"2019";;"GE";"Ind_01_03";"UM_3";2050.801399;"A";
"2019";;"GE";"Ind_01_04";"UM_2";21.04167989;"A";
"2019";;"GE";"Ind_01_05";"UM_2";62.54284626;"A";
"2019";;"GE";"Ind_01_06";"UM_2";16.41547385;"A";
"2019";;"GE";"Ind_01_07";"UM_2";100;"A";
"2019";;"GE";"Ind_01_08";"UM_2";39.95731243;"A";
"2019";;"GE";"Ind_01_09";"UM_4";4.284541375;"A";
"2019";;"GE";"Ind_01_10";"UM_4";2.255860854;"A";
"2019";;"GE";"Ind_01_11";"UM_4";10.66153319;"A";
"2019";;"GE";"Ind_01_12";"UM_4";6.713776694;"A";
"2019";;"GE";"Ind_01_13";"UM_5";202.628;"A";
"2019";;"GE";"Ind_01_14";"UM_6";2.368774306;"A";
"2019";;"GE";"Ind_02_01";"UM_2";4.010464988;"A";
"2019";;"GE";"Ind_02_02";"UM_2";79.64415958;"A";
"2019";;"GE";"Ind_02_03";"UM_2";6.403380047;"A";
"2019";;"GE";"Ind_02_04";"UM_2";0.084774887;"U";
"2019";;"GE";"Ind_02_05";"UM_2";12.16117932;"A";
"2019";;"GE";"Ind_03_01";"UM_2";30.99301734;"A";
"2019";;"GE";"Ind_03_02";"UM_2";8.164078261;"A";
"2019";;"GE";"Ind_03_03";"UM_2";44.27651006;"A";
"2004/2009";;"GE";"Ind_04_01";"UM_7";282.32;"A";
"2004/2009";;"GE";"Ind_04_02";"UM_2";33.35576651;"A";
"1979/1985";"2004/2009";"GE";"Ind_04_03";"UM_2";14.78907584;"A";
"2004/2009";;"GE";"Ind_04_04";"UM_2";39.53315387;"A";
"1979/1985";"2004/2009";"GE";"Ind_04_05";"UM_2";-9.546191248;"A";
"2004/2009";;"GE";"Ind_04_06";"UM_2";12.3937376;"A";
"2004/2009";;"GE";"Ind_04_07";"UM_2";14.71734202;"A";
"2019";;"GE";"Ind_05_01";"UM_2";73.9;"A";
"2020";;"GE";"Ind_05_02";"UM_2";4.9;"A";
"2018";;"GE";"Ind_06_01";"UM_8";109846.9222;"A";"P"
"2017/2018";;"GE";"Ind_06_02";"UM_2";3.32854365;"A";"P"
"2018";;"GE";"Ind_06_03";"UM_5";360.367;"A";
"2018";;"GE";"Ind_06_04";"UM_5";1.971;"A";
"2018";;"GE";"Ind_06_05";"UM_5";47.114;"A";
"2018";;"GE";"Ind_06_06";"UM_5";311.282;"A";
"2018";;"GE";"Ind_06_07";"UM_9";41679;"A";
"2018";;"GE";"Ind_06_08";"UM_9";421;"A";
"2018";;"GE";"Ind_06_09";"UM_9";4548;"A";
"2018";;"GE";"Ind_06_10";"UM_9";36710;"A";
"2019";;"GE";"Ind_07_01";"UM_2";14.08237851;"A";
"2019";;"GE";"Ind_07_02";"UM_10";29.10118863;"A";
"2020";;"GE";"Ind_08_01";"UM_2";0.493217729;"A";
"2019";;"GE";"Ind_08_02";"UM_2";18.1;"A";
"2019";;"GE";"Ind_08_03";"UM_11";36.5;"A";
"2018";;"GE";"Ind_08_04";"UM_12";5.401323375;"A";
"2019";;"GE";"Ind_09_01";"UM_5";1576.237;"A";
"2019";;"GE";"Ind_09_02";"UM_5";3202.974;"A";
"2019";;"GE";"Ind_10_01";"UM_12";438.8944502;"A";
"2019";;"GE";"Ind_10_02";"UM_2";45.47830167;"A";
"2019";;"GE";"Ind_10_03";"UM_2";32.52403832;"A";
"2019";;"GE";"Ind_11_01";"UM_2";5.97962;"A";
"2019";;"GE";"Ind_12_01";"UM_13";406;"A";
"2019";;"GE";"Ind_12_02";"UM_12";4.9;"A";
"2019";;"GE";"Ind_12_03";"UM_12";125.9;"A";
"2019";;"GE";"Ind_12_04";"UM_14";6.3;"A";
"2019";;"GE";"Ind_13_01";"UM_2";23.49806432;"A";
"2019";;"GE";"Ind_13_02";"UM_2";30.8367376;"A";
"2019";;"GE";"Ind_13_03";"UM_2";45.66519808;"A";
"2019";;"GE";"Ind_13_04";"UM_2";30.3;"A";
"2019";;"GE";"Ind_14_01";"UM_2";17.92796039;"A";
"2019";;"GE";"Ind_14_02";"UM_2";7.663163239;"A";
"2019";;"GE";"Ind_14_03";"UM_2";14.73024115;"A";
"2019";;"GE";"Ind_14_04";"UM_2";13.65093318;"A";
"2019";;"GE";"Ind_14_05";"UM_2";0.702389197;"A";
"2019";;"GE";"Ind_14_06";"UM_2";5.444836554;"A";
"2019";;"GE";"Ind_14_07";"UM_2";0.372319085;"A";
"2019";;"GE";"Ind_14_08";"UM_2";7.42261666;"A";
"2019";;"GE";"Ind_14_09";"UM_2";24.61156072;"A";
"2019";;"GE";"Ind_14_10";"UM_2";5.486574451;"A";
"2019";;"GE";"Ind_15_01";"UM_15";95.09690078;"A";
"2019";;"GE";"Ind_15_02";"UM_15";15.50412429;"A";
"2019";;"GE";"Ind_15_03";"UM_15";19.6224073;"A";
"2019";;"JU";"Ind_01_01";"UM_1";73.584;"A";
"2010/2019";;"JU";"Ind_01_02";"UM_2";5.071967101;"A";
"2019";;"JU";"Ind_01_03";"UM_3";87.75566183;"A";
"2019";;"JU";"Ind_01_04";"UM_2";20.81566645;"A";
"2019";;"JU";"Ind_01_05";"UM_2";57.89981518;"A";
"2019";;"JU";"Ind_01_06";"UM_2";21.28451837;"A";
"2019";;"JU";"Ind_01_07";"UM_2";53.73314851;"A";
"2019";;"JU";"Ind_01_08";"UM_2";14.72466841;"A";
"2019";;"JU";"Ind_01_09";"UM_4";3.686999585;"A";
"2019";;"JU";"Ind_01_10";"UM_4";2.312877969;"A";
"2019";;"JU";"Ind_01_11";"UM_4";9.646061645;"A";
"2019";;"JU";"Ind_01_12";"UM_4";9.061039571;"A";
"2019";;"JU";"Ind_01_13";"UM_5";32.392;"A";
"2019";;"JU";"Ind_01_14";"UM_6";2.237002964;"A";
"2019";;"JU";"Ind_02_01";"UM_2";7.445005703;"A";
"2019";;"JU";"Ind_02_02";"UM_2";89.75395144;"A";
"2019";;"JU";"Ind_02_03";"UM_2";2.517516702;"A";
"2019";;"JU";"Ind_02_04";"UM_2";;"Q";
"2019";;"JU";"Ind_02_05";"UM_2";2.295910054;"U";
"2019";;"JU";"Ind_03_01";"UM_2";64.34251263;"A";
"2019";;"JU";"Ind_03_02";"UM_2";9.760469285;"A";
"2019";;"JU";"Ind_03_03";"UM_2";17.27391234;"A";
"2004/2009";;"JU";"Ind_04_01";"UM_7";838.61;"A";
"2004/2009";;"JU";"Ind_04_02";"UM_2";6.695603439;"A";
"1979/1985";"2004/2009";"JU";"Ind_04_03";"UM_2";37.58882627;"A";
"2004/2009";;"JU";"Ind_04_04";"UM_2";48.73659985;"A";
"1979/1985";"2004/2009";"JU";"Ind_04_05";"UM_2";-1.560881609;"A";
"2004/2009";;"JU";"Ind_04_06";"UM_2";43.51605633;"A";
"2004/2009";;"JU";"Ind_04_07";"UM_2";1.05174038;"A";
"2019";;"JU";"Ind_05_01";"UM_2";76.2;"A";
"2020";;"JU";"Ind_05_02";"UM_2";4.7;"A";
"2018";;"JU";"Ind_06_01";"UM_8";68876.35124;"A";"P"
"2017/2018";;"JU";"Ind_06_02";"UM_2";4.3174181;"A";"P"
"2018";;"JU";"Ind_06_03";"UM_5";44.03;"A";
"2018";;"JU";"Ind_06_04";"UM_5";3.052;"A";
"2018";;"JU";"Ind_06_05";"UM_5";16.455;"A";
"2018";;"JU";"Ind_06_06";"UM_5";24.523;"A";
"2018";;"JU";"Ind_06_07";"UM_9";6417;"A";
"2018";;"JU";"Ind_06_08";"UM_9";1080;"A";
"2018";;"JU";"Ind_06_09";"UM_9";1212;"A";
"2018";;"JU";"Ind_06_10";"UM_9";4125;"A";
"2019";;"JU";"Ind_07_01";"UM_2";19.72137845;"A";
"2019";;"JU";"Ind_07_02";"UM_10";39.99005285;"A";
"2020";;"JU";"Ind_08_01";"UM_2";2.522753493;"A";
"2019";;"JU";"Ind_08_02";"UM_2";49.5;"A";
"2019";;"JU";"Ind_08_03";"UM_11";47.7;"A";
"2018";;"JU";"Ind_08_04";"UM_12";4.693682631;"A";
"2019";;"JU";"Ind_09_01";"UM_5";65.521;"A";
"2019";;"JU";"Ind_09_02";"UM_5";106.699;"A";
"2019";;"JU";"Ind_10_01";"UM_12";595.4725616;"A";
"2019";;"JU";"Ind_10_02";"UM_2";15.96979186;"A";
"2019";;"JU";"Ind_10_03";"UM_2";70.51022288;"A";
"2019";;"JU";"Ind_11_01";"UM_2";3.27708;"A";
"2019";;"JU";"Ind_12_01";"UM_13";156;"A";
"2019";;"JU";"Ind_12_02";"UM_12";4.7;"A";
"2019";;"JU";"Ind_12_03";"UM_12";164.5;"A";
"2019";;"JU";"Ind_12_04";"UM_14";5.2;"A";
"2019";;"JU";"Ind_13_01";"UM_2";26.33058008;"A";
"2019";;"JU";"Ind_13_02";"UM_2";50.32754201;"A";
"2019";;"JU";"Ind_13_03";"UM_2";23.34187791;"A";
"2019";;"JU";"Ind_13_04";"UM_2";29.17;"A";
"2019";;"JU";"Ind_14_01";"UM_2";9.073483852;"A";
"2019";;"JU";"Ind_14_02";"UM_2";22.75837475;"A";
"2019";;"JU";"Ind_14_03";"UM_2";27.00871465;"A";
"2019";;"JU";"Ind_14_04";"UM_2";14.47166069;"A";
"2019";;"JU";"Ind_14_05";"UM_2";11.06381082;"A";
"2019";;"JU";"Ind_14_06";"UM_2";;"M";
"2019";;"JU";"Ind_14_07";"UM_2";;"M";
"2019";;"JU";"Ind_14_08";"UM_2";;"M";
"2019";;"JU";"Ind_14_09";"UM_2";15.62395525;"A";
"2019";;"JU";"Ind_14_10";"UM_2";;"M";
"2019";;"JU";"Ind_15_01";"UM_15";30.91842711;"A";
"2019";;"JU";"Ind_15_02";"UM_15";5.84317411;"A";
"2019";;"JU";"Ind_15_03";"UM_15";3.214426783;"A";
